ENSEMBLE_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Name,Fold_Change
ENSMUSG00000039671.18,8032.225001,0.09192835074,0.03410918742,2.695119928,0.007036330048,0.03163367026,Zmynd8,1.065793804
ENSMUSG00000031198.4,6611.421408,0.09188367904,0.035654572,2.577051803,0.009964701566,0.04200217851,Fundc2,1.065760803
ENSMUSG00000011257.19,5235.84619,0.09168598396,0.03528893746,2.598150882,0.009372730003,0.03984617386,Pabpc4,1.06561477
ENSMUSG00000019132.10,21765.99147,0.09158645137,0.02415308927,3.791914581,0.0001494903359,0.001224106643,BC005537,1.065541255
ENSMUSG00000028879.4,11993.83899,0.09145928865,0.02689027106,3.401203671,0.0006708982218,0.004443603829,Stx12,1.06544734
ENSMUSG00000021027.15,6923.620435,0.09129405813,0.03056915783,2.986476063,0.002822129307,0.01500712723,Ralgapa1,1.065325322
ENSMUSG00000020993.8,5723.734539,0.09125977287,0.03087652285,2.955636336,0.003120247579,0.01628918377,Trappc6b,1.065300005
ENSMUSG00000043716.13,129901.6453,0.09122380765,0.03444614429,2.648302431,0.008089711891,0.03537026504,Rpl7,1.065273448
ENSMUSG00000000085.16,5486.541881,0.09121974705,0.03165263585,2.881900499,0.003952845357,0.01980066263,Scmh1,1.06527045
ENSMUSG00000041028.15,24810.05659,0.09121797669,0.02529195933,3.606599848,0.0003102355143,0.002275298714,Ghitm,1.065269143
ENSMUSG00000060657.7,8648.840668,0.0912003861,0.02593548889,3.516432117,0.0004373884891,0.00307524548,Marf1,1.065256154
ENSMUSG00000020696.18,6874.977927,0.09112447392,0.03379614273,2.696298055,0.007011489762,0.0315347201,Rffl,1.065200104
ENSMUSG00000025730.14,7597.744548,0.09075425157,0.02767503294,3.279282513,0.001040713933,0.006471712848,Rab40c,1.064926788
ENSMUSG00000042472.10,3915.576796,0.09044223482,0.02632494923,3.435609088,0.0005912233845,0.00398700007,Zfp410,1.064696498
ENSMUSG00000005371.14,12253.65326,0.09043030682,0.03368937131,2.68423848,0.007269523166,0.03249844415,Fbxo11,1.064687695
ENSMUSG00000029176.13,5614.760289,0.09031534034,0.02630408077,3.433510607,0.0005958188914,0.004008586863,Anapc4,1.064602855
ENSMUSG00000040242.14,15531.36022,0.09024496606,0.02838939035,3.178827194,0.001478722203,0.008681148065,Fgfr1op2,1.064550925
ENSMUSG00000026309.14,6223.150522,0.09005146191,0.03477684493,2.589408616,0.009614093673,0.04068596793,Ilkap,1.06440815
ENSMUSG00000031381.16,28399.82638,0.0900355089,0.03361186104,2.678682647,0.007391240908,0.03298963114,Piga,1.06439638
ENSMUSG00000038296.14,36795.94125,0.0900169733,0.03191396366,2.820614019,0.004793183651,0.02311621752,Galnt18,1.064382705
ENSMUSG00000036810.16,4849.137199,0.09001586656,0.03468150894,2.595500292,0.009445332275,0.04010890955,Cnep1r1,1.064381888
ENSMUSG00000033417.15,6468.750882,0.08984531976,0.0287203814,3.12827739,0.001758341499,0.01009732137,Cacul1,1.064256071
ENSMUSG00000027809.14,4193.131044,0.08967500207,0.02732981282,3.281215377,0.001033607849,0.006440105278,Etfdh,1.064130437
ENSMUSG00000041560.12,19008.73826,0.08966408069,0.02994463077,2.994329146,0.002750490521,0.01470337795,Gltscr2,1.064122382
ENSMUSG00000066838.7,2773.268581,0.08936652956,0.03277130224,2.726975233,0.006391783642,0.02927946779,Zfp772,1.063902933
ENSMUSG00000024259.8,4393.494992,0.08919846268,0.03186715981,2.799071622,0.005124976842,0.02438906643,Slc25a46,1.063779
ENSMUSG00000050029.7,4172.110139,0.08913133937,0.03433003264,2.596308028,0.00942315461,0.04002999197,Rap2c,1.063729508
ENSMUSG00000032238.17,12864.42845,0.08906091356,0.03121028368,2.853575907,0.004323019885,0.0212911596,Rora,1.063677583
ENSMUSG00000096980.1,6517.509232,0.08890943941,0.03071353909,2.894796303,0.003794046471,0.01916027865,Gm26526,1.063565909
ENSMUSG00000045098.18,8875.346174,0.08889334596,0.03381112679,2.629115158,0.008560736574,0.03702285939,Kmt5b,1.063554045
ENSMUSG00000066894.14,15482.14034,0.08860458646,0.02264976853,3.911942249,9.16E-05,0.000795933381,Vsig10,1.063341193
ENSMUSG00000033184.14,16326.22107,0.08817115754,0.02878139849,3.063477182,0.002187808891,0.01214716419,Tmed7,1.063021781
ENSMUSG00000039428.11,6296.863932,0.08811732066,0.02886259814,3.052993366,0.00226570947,0.01252351097,Tmem135,1.062982113
ENSMUSG00000039285.12,9427.591629,0.08793174779,0.02998348117,2.93267307,0.003360575605,0.01732193052,Azi2,1.062845391
ENSMUSG00000018171.9,11415.91892,0.08786035241,0.03244500541,2.70797774,0.006769456274,0.03063787431,Vmp1,1.062792795
ENSMUSG00000021895.9,24889.97073,0.08757399442,0.02967008914,2.951591888,0.003161404667,0.01647804545,Arhgef3,1.062581864
ENSMUSG00000025026.14,19279.59016,0.08750224602,0.02764828025,3.164835036,0.001551708997,0.009045951899,Add3,1.062529021
ENSMUSG00000036955.16,3963.692661,0.08712079201,0.03269625263,2.664549757,0.007709146088,0.03407369525,Kif1bp,1.062248121
ENSMUSG00000028093.15,3206.266426,0.08647428738,0.03354005265,2.578239465,0.009930515356,0.04188977899,Acp6,1.06177221
ENSMUSG00000026987.16,6248.984874,0.0864615626,0.03065770528,2.820222904,0.004799030074,0.02313439833,Baz2b,1.061762845
ENSMUSG00000031796.7,4692.462025,0.08628474063,0.02875229152,3.000969177,0.002691218048,0.01445588942,Cfap20,1.06163272
ENSMUSG00000027746.13,7385.516432,0.08608181363,0.02975736487,2.892790205,0.003818362527,0.01926124869,Ufm1,1.061483403
ENSMUSG00000029722.15,22090.2362,0.08607640914,0.02895954672,2.972298218,0.002955794291,0.01558401623,Agfg2,1.061479426
ENSMUSG00000022223.8,9485.72976,0.08592927533,0.02943272565,2.919514704,0.00350576855,0.01795678829,Sdr39u1,1.061371176
ENSMUSG00000028796.17,10637.03939,0.08590190016,0.03033572925,2.831707108,0.004630023814,0.02248998487,Phc2,1.061351037
ENSMUSG00000034973.16,3791.885755,0.0853863541,0.03181749644,2.683628936,0.007282788699,0.03254468813,Dopey1,1.060971832
ENSMUSG00000028397.13,3707.44466,0.0853725712,0.03229299468,2.64368703,0.008200844463,0.03577192942,Kdm4c,1.060961696
ENSMUSG00000001700.9,11739.11518,0.08518366718,0.02260871039,3.76773667,0.0001647343379,0.001330836034,Gramd3,1.060822784
ENSMUSG00000026430.16,11177.52221,0.08515401738,0.0321211445,2.651026877,0.008024745533,0.03512067476,Rassf5,1.060800983
ENSMUSG00000042492.12,7134.988857,0.08499439288,0.02884644521,2.946442526,0.003214521512,0.0167027206,Tbc1d10b,1.060683619
ENSMUSG00000018820.13,5036.296755,0.08446596281,0.0278833909,3.029257206,0.002451558685,0.01335530051,Zfyve27,1.060295183
ENSMUSG00000029030.14,16935.03002,0.08445766041,0.03225116289,2.618747755,0.008825317925,0.03796812294,Tprgl,1.060289081
ENSMUSG00000058638.14,5568.446815,0.08427391642,0.03125019347,2.69674863,0.007002010425,0.03151116831,Zfp110,1.06015405
ENSMUSG00000026305.15,18663.09544,0.0839640723,0.03137810544,2.675880877,0.007453313121,0.03322009795,Lrrfip1,1.059926388
ENSMUSG00000085438.1,18581.48204,0.08387661652,0.03134837008,2.675629269,0.007458910219,0.03323174937,1700020I14Rik,1.059862137
ENSMUSG00000021686.4,15179.85851,0.08344584753,0.03015417296,2.767306789,0.005652153781,0.02644040277,Ap3b1,1.059545724
ENSMUSG00000014402.15,13490.15023,0.08335815452,0.02910359054,2.864187991,0.00418079806,0.02072346899,Tsg101,1.059481322
ENSMUSG00000026510.10,9668.710325,0.08331054673,0.03016636564,2.761703141,0.005750073364,0.02682456629,Trp53bp2,1.059446361
ENSMUSG00000024826.14,10347.99482,0.08293286387,0.02623009866,3.161744259,0.001568272296,0.009123413844,Dpf2,1.059169045
ENSMUSG00000062014.12,21535.08148,0.08285043814,0.02802469889,2.956336425,0.003113173139,0.01626080266,Gmfb,1.059108533
ENSMUSG00000024583.2,8490.576305,0.08278366242,0.02897680628,2.856893946,0.00427808754,0.02112122058,Txnl1,1.059059513
ENSMUSG00000023806.9,5660.254779,0.08264617115,0.02724432697,3.033518546,0.002417198528,0.01320686621,Rsph3b,1.058958587
ENSMUSG00000073471.2,5048.423148,0.08233376438,0.02871655352,2.867118588,0.004142277652,0.02060163467,Rsph3a,1.058729301
ENSMUSG00000031351.15,70741.86932,0.08191376694,0.02473821915,3.311223271,0.0009288906277,0.005883061989,Zfp185,1.058421129
ENSMUSG00000020594.14,22685.3271,0.08188170634,0.03026795547,2.705227528,0.006825761924,0.03084519607,Pum2,1.058397608
ENSMUSG00000036552.16,10566.76492,0.08182699411,0.03008472835,2.719884758,0.006530467126,0.02979091791,Ermard,1.058357471
ENSMUSG00000060126.14,254051.3111,0.08177564771,0.03174066648,2.576368324,0.009984422622,0.04202964679,Tpt1,1.058319804
ENSMUSG00000014668.15,5813.64701,0.08167318781,0.02509083837,3.255099993,0.001133524488,0.006978739741,Chfr,1.058244645
ENSMUSG00000016382.15,48712.35163,0.08162183324,0.02369315775,3.444953775,0.0005711570569,0.00387631751,Pls3,1.058206976
ENSMUSG00000047731.17,12636.73304,0.08114714045,0.02401113275,3.379563193,0.0007260111507,0.004759254481,Wbp1l,1.057858849
ENSMUSG00000028434.12,18296.90859,0.08107397029,0.02327512447,3.483288366,0.0004952945503,0.003431485658,Epb41l4b,1.057805198
ENSMUSG00000079477.9,30126.43416,0.08095379678,0.01950827299,4.149716217,3.33E-05,0.0003258818642,Rab7,1.057717089
ENSMUSG00000036528.15,16360.04257,0.08068013595,0.02652146221,3.042069675,0.002349575013,0.0129102049,Ppfibp2,1.057516473
ENSMUSG00000029068.16,15399.81962,0.08038881261,0.02798506529,2.872561196,0.004071592138,0.02029965192,Ccnl2,1.05730295
ENSMUSG00000023852.13,13669.41682,0.08030023918,0.03063753617,2.620975744,0.00876784999,0.03775733777,Chd1,1.057238039
ENSMUSG00000025068.7,2145987.843,0.0801816139,0.02978291912,2.692201311,0.00709820851,0.03184118861,Gsto1,1.057151112
ENSMUSG00000030850.17,6882.777544,0.07987484243,0.03007743243,2.655640325,0.007915799215,0.03475880613,Ate1,1.056926345
ENSMUSG00000024143.14,6167.024686,0.07965415898,0.02862410787,2.782764771,0.005389786759,0.02542660148,Rhoq,1.056764684
ENSMUSG00000068732.5,6538.69898,0.07962221462,0.02755900394,2.889154296,0.003862794828,0.01945116936,Tmem167b,1.056741285
ENSMUSG00000018765.5,10844.47292,0.07961546224,0.02727170302,2.919343254,0.00350769748,0.01795927401,Fxr2,1.056736339
ENSMUSG00000020132.9,9880.942258,0.0791878015,0.02948099353,2.68606285,0.007229948762,0.03234748762,Rab21,1.056423135
ENSMUSG00000032582.14,9090.782313,0.07860212484,0.02829861606,2.777596073,0.005476264816,0.02575821329,Rbm6,1.055994357
ENSMUSG00000027406.12,8943.888773,0.07857818866,0.02197036526,3.576553586,0.0003481539743,0.002517760046,Idh3b,1.055976837
ENSMUSG00000062604.11,15394.56055,0.07833425193,0.02562393903,3.057072991,0.002235098427,0.01236965426,Srpk2,1.055798303
ENSMUSG00000027168.21,94968.06154,0.07822359906,0.02629720373,2.974597598,0.00293373114,0.0154896833,Pax6,1.055717327
ENSMUSG00000000915.15,17692.44833,0.07821537921,0.02529791406,3.091771875,0.001989656891,0.01122601803,Hip1r,1.055711312
ENSMUSG00000037742.14,729667.5121,0.07813378878,0.02622248714,2.979648283,0.002885795193,0.01529094,Eef1a1,1.055651609
ENSMUSG00000038712.16,12626.82563,0.07813001933,0.02244052423,3.48164858,0.0004983372265,0.003450420057,Fam63a,1.055648851
ENSMUSG00000027433.5,10252.05434,0.07759171637,0.02859639997,2.713338618,0.006660900355,0.03026336068,Xrn2,1.055255038
ENSMUSG00000020115.2,4945.507514,0.07749273522,0.02756386949,2.81138812,0.004932824273,0.02363110248,Tbk1,1.055182641
ENSMUSG00000022283.14,84805.12387,0.07745141239,0.02715119639,2.852596669,0.004336362095,0.02134743346,Pabpc1,1.055152418
ENSMUSG00000009471.4,1.089513635,0.07718123743,0.02959344533,2.608051768,0.009105918189,NA,Myod1,1.054954837
ENSMUSG00000000827.18,10680.54078,0.07702601569,0.02804445642,2.746568325,0.00602223408,0.02787895233,Tpd52l2,1.054841339
ENSMUSG00000061887.14,10783.99101,0.07665711648,0.02942293237,2.605352707,0.009177972599,0.03915267231,Ssbp3,1.054571649
ENSMUSG00000014195.15,14515.02853,0.07624525046,0.02499158108,3.050837408,0.002282041151,0.01258879893,Dnajc7,1.054270628
ENSMUSG00000027465.13,9434.502975,0.07621522626,0.02475951728,3.078219394,0.002082415429,0.01167252784,Tbc1d20,1.054248688
ENSMUSG00000024740.9,56875.48736,0.07616222423,0.02418050282,3.149736993,0.001634175054,0.009452506326,Ddb1,1.054209958
ENSMUSG00000021893.13,10508.71424,0.07591337175,0.02708417178,2.802868493,0.005065031767,0.02415021887,Capn7,1.054028131
ENSMUSG00000029106.14,60324.88384,0.0756889092,0.02347869364,3.223727451,0.001265337669,0.007648667552,Add1,1.053864152
ENSMUSG00000073725.8,9236.607702,0.07567171185,0.02319954603,3.261775543,0.001107167722,0.006837251667,Lmbrd1,1.05385159
ENSMUSG00000028207.18,37798.02029,0.07553461492,0.02374837495,3.180622467,0.001469590091,0.008641841333,Asph,1.053751449
ENSMUSG00000029227.15,8165.225533,0.07553019893,0.02697393385,2.800118045,0.005108392211,0.02433092921,Fip1l1,1.053748223
ENSMUSG00000022771.15,8424.403111,0.07535153002,0.02609255181,2.887855913,0.003878775079,0.01951187907,Ppil2,1.053617731
ENSMUSG00000019998.5,17079.39891,0.07475683357,0.02709033008,2.759539413,0.005788290454,0.02694711651,Stx7,1.053183507
ENSMUSG00000060036.13,111158.5933,0.07443224023,0.02888426218,2.57691333,0.009968694258,0.04201106048,Rpl3,1.052946577
ENSMUSG00000020777.16,12221.64793,0.07428082313,0.02310480449,3.214951382,0.001304666168,0.007837494444,Acox1,1.052836071
ENSMUSG00000039159.16,28309.18649,0.07392449622,0.02332872569,3.168818442,0.001530599747,0.008936921634,Ube2h,1.052576066
ENSMUSG00000059447.13,8372.664337,0.07375952008,0.02452639117,3.007353164,0.002635334049,0.01420021232,Hadhb,1.052455708
ENSMUSG00000020859.16,12577.15912,0.07373857877,0.02843650841,2.593095386,0.009511638595,0.04034434029,Spag9,1.052440432
ENSMUSG00000069237.8,7941.636999,0.0736370734,0.02222782291,3.312833366,0.0009235598748,0.005859293158,Fam8a1,1.052366386
ENSMUSG00000078676.9,9582.154585,0.07310359655,0.02573663776,2.840448594,0.00450501331,0.02198821502,Casc3,1.051977317
ENSMUSG00000021395.10,15390.25321,0.07268315947,0.02589560999,2.806775338,0.005004012762,0.0239207055,Spin1,1.051670789
ENSMUSG00000024603.7,6822.062071,0.07239284746,0.02381715367,3.039525565,0.002369510911,0.01298452352,Dctn4,1.051459184
ENSMUSG00000035770.8,14898.35284,0.07165197642,0.024109258,2.971969374,0.002958961981,0.0155969743,Dync1li2,1.050919364
ENSMUSG00000060261.15,16221.67933,0.0716191106,0.02243521879,3.192262632,0.001411629158,0.00836058194,Gtf2i,1.050895423
ENSMUSG00000042055.13,7690.722167,0.07115383442,0.0260655477,2.729803925,0.006337200473,0.02910122913,Wdr11,1.050556559
ENSMUSG00000039117.15,7470.257681,0.07113017275,0.02607279546,2.728137566,0.006369303965,0.02920651608,Taf4,1.050539329
ENSMUSG00000026219.14,23543.30079,0.0707688765,0.02648983518,2.671548389,0.007550218582,0.0335446501,Trip12,1.050276274
ENSMUSG00000032050.17,21195.3203,0.07067102826,0.02618132336,2.699291677,0.006948724501,0.03130930852,Rdx,1.050205043
ENSMUSG00000029767.16,19421.31556,0.07025583004,0.02726523783,2.576754711,0.009973269563,0.04202239394,Calu,1.049902844
ENSMUSG00000038235.4,45910.08939,0.07009873025,0.02412978974,2.905070082,0.00367170878,0.01866514792,F11r,1.049788523
ENSMUSG00000036275.13,20755.6985,0.06917759077,0.0189012747,3.659943146,0.0002522712153,0.001902150574,9530068E07Rik,1.049118462
ENSMUSG00000027522.15,7792.187378,0.06836594911,0.02074310664,3.295839446,0.0009812807768,0.006160585232,Stx16,1.048528408
ENSMUSG00000024604.7,5850.370287,0.06700864589,0.02560558625,2.616954177,0.008871825025,0.03813139147,Rbm22,1.047542405
ENSMUSG00000021939.7,60794.55131,0.06686431296,0.02572534571,2.59916091,0.009345195608,0.0397442839,Ctsb,1.04743761
ENSMUSG00000022892.10,157529.7186,0.06674473973,0.01931419531,3.455734948,0.00054879468,0.003748526752,App,1.0473508
ENSMUSG00000019996.17,13705.01312,0.06656043267,0.02533530138,2.627181405,0.00860954222,0.03718340961,Map7,1.047217007
ENSMUSG00000026878.16,28261.56137,0.06650245843,0.02035687744,3.266830025,0.001087589588,0.006727535704,Rab14,1.047174926
ENSMUSG00000016528.10,12374.13015,0.0664322539,0.02519498025,2.636725778,0.008371047214,0.03640033235,Mapkapk2,1.04712397
ENSMUSG00000023944.14,151522.4365,0.06621359817,0.0201125505,3.292153234,0.0009942342361,0.006229621207,Hsp90ab1,1.046965279
ENSMUSG00000058594.15,7073.940167,0.06589361814,0.02475221096,2.662130597,0.007764774575,0.03425201788,Fbxo18,1.046733095
ENSMUSG00000028797.20,12546.52976,0.06531968627,0.02321611885,2.813548927,0.004899792909,0.02351837264,Tmem234,1.046316767
ENSMUSG00000056537.11,7908.236121,0.06508624074,0.02260163193,2.879714215,0.003980357929,0.0199071504,Rlim,1.046147474
ENSMUSG00000003161.15,18966.57445,0.06455219644,0.02492065777,2.590308692,0.00958899027,0.04061058586,Sri,1.045760292
ENSMUSG00000028954.11,9986.321084,0.06437803503,0.01992722527,3.230657262,0.00123505941,0.007490026867,Nub1,1.045634056
ENSMUSG00000007458.14,16967.03206,0.06342853295,0.02155818231,2.942202272,0.00325886987,0.01689017901,M6pr,1.044946104
ENSMUSG00000035949.15,6185.74185,0.06258474516,0.02267918854,2.759567215,0.005787797949,0.02694711651,Fbxw2,1.044335126
ENSMUSG00000038324.13,19032.04276,0.06163205615,0.02156231551,2.858322712,0.004258870196,0.02104499597,Trpc4ap,1.043645723
ENSMUSG00000036940.15,9368.273041,0.06107752429,0.0213499032,2.860786942,0.004225909427,0.02090994625,Kdm1a,1.043244652
ENSMUSG00000024758.14,28167.56036,0.06027713308,0.02254154448,2.674046277,0.007494210934,0.03335567595,Rtn3,1.042666032
ENSMUSG00000009907.17,21812.87876,0.0584579149,0.01995219933,2.9298983,0.003390729571,0.01745986724,Vps4b,1.041352073
ENSMUSG00000071650.5,22302.26992,0.05368779627,0.01611925926,3.330661502,0.000866398883,0.005550383414,Ganab,1.037914638
ENSMUSG00000017421.18,23954.8718,0.05357944886,0.02014465631,2.659735069,0.007820213776,0.03444202078,Zfp207,1.037836693
ENSMUSG00000027940.18,45570.52109,-0.04645852581,0.01778972051,-2.611537701,0.009013604895,0.03857705161,Tpm3,0.9683103862
ENSMUSG00000031996.17,69410.91705,-0.05454469404,0.01806026798,-3.020148654,0.002526506489,0.01369328414,Aplp2,0.9628982801
ENSMUSG00000035776.14,10636.08262,-0.05729384404,0.02173957387,-2.635463068,0.008402256875,0.03647198236,Cd99l2,0.9610651614
ENSMUSG00000021546.17,66887.86318,-0.0600735878,0.02083609451,-2.883150092,0.003937197934,0.01975336797,Hnrnpk,0.9592151912
ENSMUSG00000009079.16,28090.61396,-0.06116066255,0.02054902431,-2.976329272,0.002917214607,0.0154244088,Ewsr1,0.9584926921
ENSMUSG00000037419.9,19343.04218,-0.062822709,0.02387002828,-2.631865713,0.008491741955,0.03676743374,Endod1,0.9573891033
ENSMUSG00000014867.9,15546.67983,-0.06323867425,0.02102167386,-3.008260649,0.002627476813,0.01416472559,Surf4,0.9571131038
ENSMUSG00000053838.14,8634.622331,-0.06364805514,0.02407312231,-2.643946818,0.008194553016,0.03575821446,Nudcd3,0.9568415507
ENSMUSG00000017781.17,21044.80476,-0.06494447282,0.02426245646,-2.67674763,0.007434060767,0.03314091796,Pitpna,0.9559821112
ENSMUSG00000014748.13,10825.80416,-0.06678705613,0.0230771188,-2.894081219,0.003802697859,0.01919961727,Tex261,0.954761928
ENSMUSG00000024507.6,7601.450088,-0.06917951814,0.02523548665,-2.741358592,0.006118569119,0.02826033137,Hsd17b4,0.9531799314
ENSMUSG00000022536.13,15265.16849,-0.06980850919,0.01667463587,-4.186508764,2.83E-05,0.0002824034512,Glyr1,0.9527644513
ENSMUSG00000062762.16,12050.63508,-0.06986926156,0.02231636279,-3.130853455,0.001742991129,0.01001433351,Ei24,0.9527243309
ENSMUSG00000032612.14,15145.99691,-0.07203292343,0.02261357561,-3.185384067,0.001445620129,0.008516621391,Usp4,0.9512965668
ENSMUSG00000003437.14,8383.618671,-0.0720462002,0.02775383597,-2.595900628,0.009434334622,0.04006984554,Paf1,0.9512878122
ENSMUSG00000020656.15,21218.26235,-0.07207289164,0.02671788458,-2.697552324,0.006985130648,0.03144155474,Grhl1,0.9512702125
ENSMUSG00000005981.11,5912.03503,-0.07234542506,0.02789635194,-2.593365083,0.009504182098,0.04032806729,Trap1,0.9510905291
ENSMUSG00000045427.13,8430.494299,-0.07263456048,0.02681957392,-2.708266757,0.006763563463,0.03062986941,Hnrnph2,0.9508999369
ENSMUSG00000030802.14,7186.706992,-0.07295496539,0.02693872855,-2.708181466,0.006765301992,0.0306315167,Bckdk,0.9506887771
ENSMUSG00000001729.14,16253.49045,-0.07319315805,0.02757796581,-2.654044847,0.007953325574,0.03490408649,Akt1,0.9505318289
ENSMUSG00000024942.16,64837.47988,-0.073665026,0.02707364973,-2.72091228,0.006510203455,0.02971805843,Capn1,0.9502209855
ENSMUSG00000022951.15,10175.04992,-0.07370823277,0.02811105794,-2.622036956,0.008740595253,0.03765452491,Rcan1,0.9501925281
ENSMUSG00000021288.18,13173.76735,-0.07434857724,0.02617757637,-2.840162748,0.004509052303,0.02200004859,Klc1,0.9497708759
ENSMUSG00000004056.15,12407.8904,-0.07478091707,0.02860832368,-2.61395662,0.008950039946,0.03834920001,Akt2,0.9494862959
ENSMUSG00000000001.4,23822.24643,-0.07492071507,0.02338489534,-3.203808012,0.001356228827,0.008088365763,Gnai3,0.9493942946
ENSMUSG00000019189.13,17440.82498,-0.07537461242,0.02566605416,-2.936743294,0.003316785361,0.01715443236,Rnf145,0.9490956453
ENSMUSG00000022957.19,4754.544468,-0.07571055291,0.02840985235,-2.664940035,0.007700205199,0.03404132382,Itsn1,0.9488746682
ENSMUSG00000000826.16,16368.46977,-0.07576316107,0.02784789444,-2.720606444,0.006516228893,0.02973338029,Dnajc5,0.948840068
ENSMUSG00000032261.16,13107.16952,-0.07653785469,0.02914505182,-2.62610117,0.008636914215,0.03727994685,Sh3bgrl2,0.9483306997
ENSMUSG00000033365.14,4762.512149,-0.07672263361,0.02910735005,-2.635850859,0.008392661032,0.03643742799,Ipo13,0.9482092463
ENSMUSG00000029462.18,4678.198819,-0.07703232786,0.02733807965,-2.817766604,0.004835894829,0.02326178167,Vps29,0.948005722
ENSMUSG00000019173.11,21060.58299,-0.07765359634,0.01988210745,-3.905702478,9.4E-05,0.0008142145674,Rab5c,0.9475975697
ENSMUSG00000020257.13,6216.769726,-0.07796639423,0.0271311892,-2.873681417,0.004057179901,0.02024138499,Wdr82,0.9473921387
ENSMUSG00000027303.17,6411.954729,-0.07821158898,0.02589912869,-3.019854062,0.0025289651,0.01369994442,Ptpra,0.9472311373
ENSMUSG00000019861.14,4776.811084,-0.07867143642,0.02896251844,-2.716318907,0.006601229783,0.03005353511,Gopc,0.9469292631
ENSMUSG00000031865.16,22414.91305,-0.07914829812,0.02712217556,-2.918213472,0.003520432501,0.01801533224,Dctn1,0.9466163213
ENSMUSG00000027573.11,9191.250935,-0.07973899192,0.02739752691,-2.91044488,0.003609146214,0.01839004599,Gid8,0.9462288201
ENSMUSG00000043411.15,8910.845751,-0.08050791027,0.02764268764,-2.912448722,0.00358607074,0.0182965977,Usp48,0.9457246395
ENSMUSG00000013465.18,9101.421275,-0.08062902644,0.02523568554,-3.195040068,0.00139811429,0.008299204354,Nelfb,0.945645248
ENSMUSG00000030120.14,13127.5431,-0.08077917795,0.03057306449,-2.642168173,0.008237714148,0.0359046379,Mlf2,0.9455468331
ENSMUSG00000031065.14,12125.58694,-0.08132686837,0.02602902996,-3.124467892,0.001781269611,0.01021454833,Cdk16,0.9451879433
ENSMUSG00000048076.14,55833.04251,-0.08151961617,0.0228591895,-3.566163891,0.0003622448807,0.002607812015,Arf1,0.9450616721
ENSMUSG00000032244.9,7434.882297,-0.08157515547,0.03132427189,-2.604215535,0.009208482728,0.03926027625,Fem1b,0.9450252909
ENSMUSG00000030447.15,21238.98506,-0.08163458288,0.03058773523,-2.668866533,0.007610768667,0.03373690566,Cyfip1,0.9449863643
ENSMUSG00000001175.13,40084.55443,-0.08198015048,0.02367710372,-3.462423084,0.0005353349027,0.003667834246,Calm1,0.9447600395
ENSMUSG00000047824.13,7381.387654,-0.08222896364,0.03160710237,-2.601597662,0.009279064084,0.03951583082,Pygo2,0.9445971163
ENSMUSG00000051853.9,19294.2797,-0.08319334165,0.02885331848,-2.883319702,0.003935078415,0.01974718067,Arf3,0.9439659058
ENSMUSG00000028266.17,18327.24634,-0.08343510406,0.02785219935,-2.995637903,0.002738714337,0.01465222052,Lmo4,0.9438077322
ENSMUSG00000039157.12,16533.29206,-0.08352971201,0.03143937982,-2.656849864,0.007887456081,0.03466964074,Fam102a,0.9437458419
ENSMUSG00000057788.13,2724.68751,-0.08366422481,0.03056069785,-2.737641176,0.006188155341,0.02852851007,Ddx49,0.9436578538
ENSMUSG00000024767.11,7428.33964,-0.08367082905,0.02905625171,-2.879615371,0.003981605896,0.01990892302,Otub1,0.943653534
ENSMUSG00000020029.5,86979.07034,-0.08373068638,0.02950530949,-2.837817594,0.004542313243,0.02211697582,Nudt4,0.9436143827
ENSMUSG00000027498.14,3991.845032,-0.08400860837,0.03213064607,-2.614594433,0.008933346161,0.03830713738,Cstf1,0.9434326215
ENSMUSG00000003345.15,13808.36588,-0.08472758595,0.03100563708,-2.732651025,0.006282686054,0.02888065359,Csnk1g2,0.9429625722
ENSMUSG00000032009.8,8709.389685,-0.08495647312,0.02979070442,-2.851777921,0.004347546258,0.02139320455,Sesn3,0.9428129807
ENSMUSG00000032803.15,22038.63756,-0.08520667612,0.02404165818,-3.544126428,0.0003939163025,0.002804105155,Cdv3,0.9426494851
ENSMUSG00000008604.11,8091.067652,-0.08567021254,0.03199567743,-2.677555827,0.007416149251,0.03308092522,Ubqln4,0.9423466615
ENSMUSG00000012422.14,4654.12984,-0.0856726958,0.03155054707,-2.715410786,0.006619360828,0.03011761867,Tmem167,0.9423450395
ENSMUSG00000030062.7,19769.35566,-0.08630942836,0.0258899086,-3.333709272,0.0008569617866,0.00549783057,Rpn1,0.9419292278
ENSMUSG00000027646.15,16598.99967,-0.08649727609,0.0298299468,-2.899679194,0.003735447592,0.01892439923,Src,0.9418065909
ENSMUSG00000083754.3,7267.321652,-0.086678206,0.02923569152,-2.964807791,0.003028720971,0.01589329533,Gm7803,0.9416884853
ENSMUSG00000032458.6,19137.02878,-0.08694258864,0.01832954776,-4.743302441,2.1E-06,2.82E-05,Copb2,0.941515931
ENSMUSG00000034667.7,11577.26999,-0.08699222709,0.02967927639,-2.931076417,0.003377896776,0.01739780815,Xpot,0.941483537
ENSMUSG00000032562.13,29245.24224,-0.08708220512,0.02922092883,-2.980131317,0.002881248396,0.0152839909,Gnai2,0.9414248204
ENSMUSG00000027649.15,3051.353407,-0.08737404974,0.0331304551,-2.63727285,0.008357557793,0.03635586591,Ctnnbl1,0.9412343976
