ENSEMBLE_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Name,Fold_Change
ENSMUSG00000046798.14,3904.916077,0.1936719933,0.0366461141,5.284925783,1.26E-07,2.21E-06,Cldn12,1.143670922
ENSMUSG00000025862.14,17640.88742,0.1936406015,0.03944743021,4.908826772,9.16E-07,1.34E-05,Stag2,1.143646037
ENSMUSG00000039852.16,26270.70258,0.1934271784,0.0413998905,4.672166426,2.98E-06,3.81E-05,Rere,1.143476866
ENSMUSG00000000058.6,32122.32683,0.193421175,0.04200609958,4.604597353,4.13E-06,5.12E-05,Cav2,1.143472108
ENSMUSG00000019368.13,920.0119757,0.1934012487,0.06453371533,2.996902437,0.002727379847,0.01461138504,Sec14l4,1.143456314
ENSMUSG00000049488.14,826.2060256,0.1931778024,0.05859972835,3.296564811,0.0009787502939,0.006149897151,Tmem67,1.143279228
ENSMUSG00000009621.18,5851.855863,0.1929463349,0.04702730333,4.102857727,4.08E-05,0.0003902313537,Vav2,1.143095814
ENSMUSG00000040613.14,1879.758913,0.192876242,0.07016051495,2.749071071,0.005976442615,0.02770726548,Apobec1,1.143040278
ENSMUSG00000021553.13,15144.10306,0.1928388425,0.0374423183,5.150291202,2.6E-07,4.26E-06,Slc28a3,1.143010647
ENSMUSG00000055447.18,9373.766477,0.1928356493,0.04024338185,4.791735694,1.65E-06,2.27E-05,Cd47,1.143008117
ENSMUSG00000036617.16,20357.35051,0.1925180641,0.0400085832,4.811919061,1.49E-06,2.08E-05,Etl4,1.142756531
ENSMUSG00000066880.15,4469.117525,0.192479688,0.03759422716,5.119926716,3.06E-07,4.94E-06,Zfp617,1.142726134
ENSMUSG00000078350.11,856.0595599,0.1922578235,0.07356586101,2.613410907,0.008964345248,0.03839572789,Smim1,1.142550413
ENSMUSG00000028098.13,6636.994779,0.1921878677,0.03575316608,5.375408358,7.64E-08,1.42E-06,Rnf115,1.142495013
ENSMUSG00000047789.4,3021.032201,0.1921288052,0.04115581358,4.66832723,3.04E-06,3.87E-05,Slc38a9,1.142448241
ENSMUSG00000072847.4,542.8850851,0.1921159669,0.06053530017,3.173618803,0.001505512743,0.008813539,A530017D24Rik,1.142438075
ENSMUSG00000110980.1,1.077825265,0.1919458646,0.0699728397,2.743148132,0.006085322706,NA,RP24-175C20.18,1.142303382
ENSMUSG00000073982.11,6214.949815,0.1918999374,0.04458428555,4.304205732,1.68E-05,0.0001781479466,Rhog,1.142267019
ENSMUSG00000048120.16,2772.481127,0.1918552109,0.05652341788,3.39426061,0.0006881417323,0.004544305257,Entpd1,1.142231607
ENSMUSG00000039081.9,2029.914528,0.191671549,0.05808943828,3.299593777,0.0009682487186,0.006089062856,Zfp503,1.142086204
ENSMUSG00000020063.16,3629.381463,0.1916142084,0.03929836263,4.875882749,1.08E-06,1.56E-05,Sirt1,1.142040812
ENSMUSG00000027035.10,5841.658531,0.1914822975,0.03666253485,5.222833016,1.76E-07,2.99E-06,Cers6,1.141936396
ENSMUSG00000073062.3,2164.240601,0.1914199406,0.04388554049,4.361799775,1.29E-05,0.0001415155017,Zxdb,1.14188704
ENSMUSG00000026782.15,1768.438285,0.1911359156,0.04366833518,4.376991126,1.2E-05,0.0001330544709,Abi2,1.141662257
ENSMUSG00000021892.14,2389.135995,0.1910794109,0.05616717723,3.401976392,0.0006690041661,0.004433694772,Sh3bp5,1.141617544
ENSMUSG00000061517.8,4254.247285,0.1908913798,0.05104594174,3.739599532,0.0001843136576,0.001457223794,Sox21,1.141468763
ENSMUSG00000014232.14,1070.041337,0.1904021296,0.06594144821,2.887442341,0.003883877841,0.0195174787,Cluap1,1.141081731
ENSMUSG00000030399.2,72.64024998,0.1901576681,0.07080053349,2.685822532,0.007235150684,0.03236426267,Ckm,1.140888394
ENSMUSG00000019971.9,2094.104279,0.1901525812,0.06883681492,2.762367513,0.005738384555,0.02678754374,Cep290,1.140884371
ENSMUSG00000019590.16,7445.44421,0.1900491128,0.03736779524,5.085906502,3.66E-07,5.81E-06,Cyb561,1.140802551
ENSMUSG00000022292.15,2361.022758,0.1899804765,0.05048028123,3.763459154,0.000167579109,0.001349902432,Rrm2b,1.140748278
ENSMUSG00000015224.10,1232.638375,0.1899589739,0.05121732338,3.708881318,0.0002081769705,0.001613353419,Cyp2j9,1.140731276
ENSMUSG00000003031.14,24746.64338,0.1897790027,0.03479290693,5.454531381,4.91E-08,9.51E-07,Cdkn1b,1.140588983
ENSMUSG00000037979.13,712.1153131,0.1896657545,0.06530266027,2.904410843,0.003679449821,0.01869170576,Ccdc92,1.140499453
ENSMUSG00000001918.17,1883.809648,0.1895161942,0.06726281164,2.817547908,0.004839189466,0.02327260533,Slc1a5,1.140381226
ENSMUSG00000038206.13,2771.877286,0.1895063477,0.03581984626,5.290540509,1.22E-07,2.14E-06,Fbxo8,1.140373443
ENSMUSG00000031740.8,30302.21734,0.189393115,0.06862360009,2.759883113,0.005782204559,0.02693566795,Mmp2,1.140283942
ENSMUSG00000106631.1,1.47316583,0.1893071925,0.07239339889,2.61497865,0.008923303299,NA,Gm42669,1.140216033
ENSMUSG00000041731.13,1496.158491,0.1890426202,0.04930340684,3.834270942,0.0001259372663,0.001050939412,Pgm5,1.14000695
ENSMUSG00000021067.7,4847.439948,0.1890130396,0.03406525286,5.548558245,2.88E-08,5.82E-07,Sav1,1.139983576
ENSMUSG00000057982.8,2222.812854,0.1889134514,0.07053347983,2.678351499,0.007398553128,0.03301565437,Zfp809,1.139904887
ENSMUSG00000039191.12,8178.6847,0.1889038586,0.0306296824,6.167346306,6.94E-10,1.91E-08,Rbpj,1.139897307
ENSMUSG00000070056.6,4879.879878,0.1888823991,0.04092812123,4.614978491,3.93E-06,4.89E-05,Mfhas1,1.139880352
ENSMUSG00000020390.12,22301.11248,0.1888534297,0.03181189691,5.936566129,2.91E-09,7.17E-08,Ube2b,1.139857463
ENSMUSG00000094103.1,11060.05196,0.188767977,0.04009818075,4.707644423,2.51E-06,3.27E-05,1700047I17Rik2,1.13978995
ENSMUSG00000004798.14,4788.820556,0.1884477609,0.03646906526,5.167331806,2.37E-07,3.92E-06,Ulk2,1.139536994
ENSMUSG00000097885.7,623.1746795,0.1883070034,0.06573929341,2.864451283,0.004177324057,0.02071093843,5031434O11Rik,1.13942582
ENSMUSG00000024072.8,7272.524461,0.1881664884,0.03967223836,4.743026767,2.11E-06,2.82E-05,Yipf4,1.139314848
ENSMUSG00000062169.13,6438.315379,0.1880507706,0.02942661479,6.390499618,1.65E-10,5.07E-09,Cnih4,1.139223467
ENSMUSG00000032652.13,3746.77702,0.1880318285,0.03691161464,5.094110088,3.5E-07,5.59E-06,Crebl2,1.13920851
ENSMUSG00000092274.2,218232.1493,0.1878309402,0.03971164819,4.729870172,2.25E-06,2.99E-05,Neat1,1.139049892
ENSMUSG00000029683.7,11.24817707,0.1876964484,0.05484001861,3.422618248,0.0006202111482,0.004153569159,Lmod2,1.138943711
ENSMUSG00000005897.14,6380.813057,0.1876542252,0.02806616179,6.686137797,2.29E-11,8.16E-10,Nr2c1,1.138910379
ENSMUSG00000034607.6,30425.87225,0.1875997369,0.04883449004,3.841541843,0.0001222638883,0.001025277266,Pof1b,1.138867365
ENSMUSG00000055866.9,9100.90726,0.1872884267,0.04895191332,3.825967444,0.0001302595052,0.00108311907,Per2,1.138621642
ENSMUSG00000041775.7,1330.750354,0.187243599,0.04769350733,3.92597671,8.64E-05,0.0007568225184,Mapk1ip1,1.138586263
ENSMUSG00000041957.15,954.049934,0.1866799291,0.06131233097,3.044737105,0.002328837802,0.01280832068,Pkp2,1.138141497
ENSMUSG00000037958.13,4117.138008,0.1862524721,0.05144297258,3.620562008,0.0002939637872,0.002173127784,Nsrp1,1.137804327
ENSMUSG00000022280.8,5066.112802,0.1860921158,0.04083828972,4.556804829,5.19E-06,6.24E-05,Rnf19a,1.137677866
ENSMUSG00000016262.14,5064.07406,0.1859625951,0.0354675337,5.243178075,1.58E-07,2.7E-06,Sertad4,1.137575733
ENSMUSG00000037129.7,10210.83489,0.1858944978,0.03174526796,5.855817568,4.75E-09,1.13E-07,Tmprss13,1.13752204
ENSMUSG00000036206.12,4924.386702,0.1858707199,0.04027087938,4.615511822,3.92E-06,4.88E-05,Sh3bp4,1.137503291
ENSMUSG00000011831.16,11125.37853,0.18568399,0.03896167467,4.765811316,1.88E-06,2.55E-05,Evi5,1.137356072
ENSMUSG00000036002.12,16970.24214,0.1856589417,0.04360954675,4.257300419,2.07E-05,0.0002139288583,Fam214b,1.137336326
ENSMUSG00000048078.16,1554.213629,0.1855609164,0.06287142643,2.951434807,0.003163013088,0.01647804545,Tenm4,1.137259051
ENSMUSG00000079659.5,1159.834725,0.1854358801,0.05276671921,3.514258284,0.0004409838057,0.003095639627,Tmem243,1.137160491
ENSMUSG00000029401.8,1010.631701,0.1854317418,0.05655822805,3.278598857,0.00104323817,0.006485599793,Rilpl2,1.137157229
ENSMUSG00000044221.14,7972.697254,0.185133133,0.03073604652,6.023322906,1.71E-09,4.41E-08,Grsf1,1.136921884
ENSMUSG00000034796.14,14696.80789,0.1846130649,0.07002770778,2.63628599,0.008381905422,0.03642622093,Cpne7,1.136512116
ENSMUSG00000037876.16,12664.16149,0.1845839872,0.03214979701,5.741373332,9.39E-09,2.08E-07,Jmjd1c,1.13648921
ENSMUSG00000029695.13,675.8049976,0.1844583025,0.06670574025,2.765253812,0.005687852064,0.02657949493,Aass,1.136390206
ENSMUSG00000051864.9,5614.629444,0.1841821266,0.03432789773,5.3653774,8.08E-08,1.48E-06,Tbc1d22a,1.136172687
ENSMUSG00000023307.13,7164.010576,0.1841487065,0.02855463678,6.448994882,1.13E-10,3.55E-09,5-Mar,1.136146368
ENSMUSG00000039753.16,5995.173012,0.1839066792,0.03566958752,5.155839808,2.52E-07,4.16E-06,Fbxl5,1.135955783
ENSMUSG00000020863.15,17804.00108,0.1838959373,0.04886987799,3.762971075,0.0001679066283,0.001352051892,Luc7l3,1.135947325
ENSMUSG00000052917.14,3372.835655,0.1838096246,0.0414899951,4.430215626,9.41E-06,0.0001065807471,Senp7,1.135879366
ENSMUSG00000005370.3,5811.528215,0.1836527989,0.03829293154,4.795997368,1.62E-06,2.23E-05,Msh6,1.135755899
ENSMUSG00000025609.15,10714.67382,0.1835656659,0.02529658221,7.256540207,3.97E-13,1.87E-11,Mkln1,1.135687306
ENSMUSG00000015312.8,2989.394922,0.1834765154,0.05339168698,3.436424766,0.0005894460373,0.003977421913,Gadd45b,1.135617129
ENSMUSG00000042408.13,3011.066815,0.183363859,0.04885797383,3.75299761,0.0001747325219,0.001396418695,Zmym6,1.135528455
ENSMUSG00000087298.3,1052.376613,0.183363756,0.05795457307,3.163922125,0.001556584397,0.009067256718,Gm9392,1.135528374
ENSMUSG00000040918.12,26990.96426,0.1832830849,0.02884794729,6.353418599,2.11E-10,6.31E-09,Slc19a2,1.135464881
ENSMUSG00000022833.6,965.801848,0.1831547781,0.06948500382,2.6358893,0.00839171033,0.03643742799,Ccdc14,1.135363902
ENSMUSG00000031221.7,7710.494186,0.1828893272,0.03411510272,5.36094904,8.28E-08,1.51E-06,Igbp1,1.135155018
ENSMUSG00000025235.8,1461.328801,0.1828886085,0.04953914453,3.691799894,0.0002226726333,0.00170846038,Bbs4,1.135154453
ENSMUSG00000032320.7,7713.641596,0.1828422201,0.04286432218,4.265603905,1.99E-05,0.0002070857461,Rcn2,1.135117954
ENSMUSG00000020523.14,7135.336092,0.1826034246,0.02723603717,6.70447846,2.02E-11,7.29E-10,Fam114a2,1.134930084
ENSMUSG00000023284.15,686.7704526,0.1825325824,0.0699148927,2.610782557,0.009033531144,0.0386400667,Zfp605,1.134874356
ENSMUSG00000042063.11,3078.79634,0.1824508529,0.03870899628,4.713396637,2.44E-06,3.19E-05,Zfp386,1.134810066
ENSMUSG00000037938.4,1058.637994,0.1823740042,0.05437449687,3.354035709,0.0007964208427,0.005152454355,Chchd5,1.134749619
ENSMUSG00000091586.1,1494.591075,0.1821898753,0.05489973695,3.318592865,0.0009047223395,0.005756173172,Cyp4f17,1.134604802
ENSMUSG00000069114.8,643.8578431,0.1821398663,0.07033323369,2.589670014,0.00960679718,0.04066281306,Zbtb10,1.134565473
ENSMUSG00000108658.1,1957.454604,0.1814156853,0.05342120789,3.395948772,0.0006839115836,0.004519049227,Gm45138,1.133996105
ENSMUSG00000032712.16,6335.949341,0.1813644959,0.05259017021,3.448638694,0.000563420039,0.003835490953,2810474O19Rik,1.13395587
ENSMUSG00000022472.16,13656.40155,0.1812335151,0.02995183645,6.050831489,1.44E-09,3.78E-08,Desi1,1.133852924
ENSMUSG00000062456.3,9718.723874,0.1809127888,0.06197069017,2.919328287,0.003507865918,0.01795927401,Rpl9-ps6,1.133600884
ENSMUSG00000029149.14,1532.081629,0.1806665613,0.05457342028,3.310522968,0.0009312180963,0.005896126855,Krtcap3,1.133407427
ENSMUSG00000024901.14,1117.229912,0.1805997537,0.05682181167,3.178352616,0.00148114499,0.008691438378,Peli3,1.133354943
ENSMUSG00000043432.7,1258.194914,0.1805309088,0.06041648339,2.988106865,0.002807113829,0.01493084346,Leng9,1.133300861
ENSMUSG00000025103.8,15473.62904,0.1804632395,0.02621247816,6.884630989,5.79E-12,2.25E-10,Btbd1,1.133247705
ENSMUSG00000040652.16,5955.447263,0.1803479769,0.04025738018,4.479873657,7.47E-06,8.63E-05,Oaz2,1.133157169
ENSMUSG00000037784.14,819.554245,0.1802415974,0.06387027974,2.821994802,0.004772595083,0.02305185152,Dzip1l,1.133073617
ENSMUSG00000072969.2,876.137782,0.1802326965,0.06835077809,2.63687849,0.008367279779,0.03639105227,Armcx5,1.133066626
ENSMUSG00000036676.14,7430.06992,0.1802269699,0.05239470617,3.439793503,0.0005821581782,0.003937785783,Tmtc3,1.133062129
ENSMUSG00000008301.11,3701.807897,0.1802237345,0.04585055168,3.930677558,8.47E-05,0.0007448115405,Phax,1.133059588
ENSMUSG00000028195.4,21807.25891,0.1802041752,0.04996705903,3.60645951,0.0003104032672,0.002275779926,Cyr61,1.133044226
ENSMUSG00000072941.5,15579.44647,0.1801702121,0.05672955006,3.175949957,0.001493467121,0.008754522738,Sod3,1.133017553
ENSMUSG00000033436.13,2071.93411,0.1800124391,0.06171067786,2.917038759,0.00353371859,0.01807087076,Armcx2,1.132893653
ENSMUSG00000039449.14,7672.889375,0.1799242534,0.02794204939,6.439193163,1.2E-10,3.76E-09,Prpf18,1.132824406
ENSMUSG00000035873.7,7793.621352,0.1798920517,0.0274105545,6.562875321,5.28E-11,1.76E-09,Pawr,1.132799121
ENSMUSG00000056268.15,6675.828391,0.1797133575,0.04671269727,3.847205749,0.000119472634,0.001006415787,Dennd1b,1.13265882
ENSMUSG00000029922.15,31436.49664,0.1796603956,0.03611561818,4.97459007,6.54E-07,9.88E-06,Mkrn1,1.13261724
ENSMUSG00000035203.16,22896.17013,0.1796120414,0.03828346515,4.691634907,2.71E-06,3.51E-05,Epn1,1.13257928
ENSMUSG00000070733.13,15419.26181,0.1794817909,0.03124711186,5.743948166,9.25E-09,2.05E-07,Fryl,1.132477032
ENSMUSG00000027180.12,19902.57474,0.1792753359,0.02775290687,6.459695799,1.05E-10,3.33E-09,Fbxo3,1.132314982
ENSMUSG00000053470.13,12763.90758,0.1792184986,0.03290048686,5.447290166,5.11E-08,9.87E-07,Kdm3a,1.132270373
ENSMUSG00000028795.15,1050.855746,0.1791788447,0.05947401597,3.012724831,0.002589135675,0.01398170916,Ccdc28b,1.132239252
ENSMUSG00000034724.17,9919.771634,0.1790782829,0.0332730197,5.382086884,7.36E-08,1.38E-06,Cnot6l,1.132160333
ENSMUSG00000022108.7,143679.5171,0.1789157613,0.02837760012,6.30482354,2.89E-10,8.46E-09,Itm2b,1.132032801
ENSMUSG00000063652.10,3818.325082,0.1788339169,0.03785216376,4.724536174,2.31E-06,3.05E-05,Slc22a21,1.131968582
ENSMUSG00000037235.13,12251.78723,0.1787343276,0.04512861912,3.96055388,7.48E-05,0.0006688425059,Mxd4,1.131890445
ENSMUSG00000033020.6,5447.950139,0.1786952564,0.05594094883,3.194355122,0.001401436074,0.008308671025,Polr2f,1.131859792
ENSMUSG00000036390.8,3788.857553,0.1786150122,0.05149080224,3.468872195,0.0005226480212,0.003599728148,Gadd45a,1.131796838
ENSMUSG00000020485.14,3651.748023,0.178380348,0.04414174803,4.041080293,5.32E-05,0.0004931250214,Supt4a,1.131612759
ENSMUSG00000025287.15,8296.421136,0.1783763395,0.03193858303,5.584979751,2.34E-08,4.81E-07,Acot9,1.131609615
ENSMUSG00000040423.10,6363.807416,0.178329249,0.0379713426,4.696416739,2.65E-06,3.44E-05,Rc3h1,1.131572679
ENSMUSG00000015733.13,29778.2244,0.1782674989,0.03099912959,5.750725948,8.89E-09,1.98E-07,Capza2,1.131524246
ENSMUSG00000030051.10,917.0973614,0.178254214,0.06154690733,2.896233487,0.003776712869,0.01909871526,Aplf,1.131513827
ENSMUSG00000023074.11,1905.366043,0.1781830137,0.04629532944,3.848833476,0.0001186816496,0.0010001308,Mospd1,1.131457985
ENSMUSG00000067931.5,1102.833959,0.1778945309,0.0626390418,2.839994448,0.004511431905,0.02200508194,Zfp948,1.13123176
ENSMUSG00000055835.10,1325.917402,0.177711806,0.05514419647,3.222674685,0.001269997006,0.00767058913,Zfp1,1.131088493
ENSMUSG00000026277.13,27664.70486,0.1777059197,0.03444159482,5.159630981,2.47E-07,4.08E-06,Stk25,1.131083878
ENSMUSG00000031591.14,11789.2232,0.1774401241,0.02577338534,6.884626205,5.79E-12,2.25E-10,Asah1,1.130875512
ENSMUSG00000046985.11,5668.485182,0.1774237484,0.02535315256,6.998094141,2.59E-12,1.06E-10,Tapt1,1.130862675
ENSMUSG00000032846.9,3934.568292,0.1773746186,0.04884299847,3.631525995,0.0002817502704,0.002092559258,Zswim6,1.130824165
ENSMUSG00000035901.14,5992.474756,0.1772322033,0.04172661983,4.247461309,2.16E-05,0.0002220975918,Dennd5a,1.130712542
ENSMUSG00000025656.17,1953.585696,0.1771417406,0.05287068779,3.35047165,0.0008067406685,0.005207674223,Arhgef9,1.130641644
ENSMUSG00000022510.14,43265.53944,0.1771336178,0.03377524855,5.244480069,1.57E-07,2.68E-06,Trp63,1.130635278
ENSMUSG00000063952.15,6589.189914,0.1771135963,0.0583207286,3.036889294,0.002390332274,0.01306969163,Brpf3,1.130619587
ENSMUSG00000025558.16,12879.7995,0.1770522353,0.03027691151,5.847764068,4.98E-09,1.18E-07,Dock9,1.130571501
ENSMUSG00000027195.10,16485.26451,0.1770308618,0.02784580774,6.357540906,2.05E-10,6.18E-09,Hsd17b12,1.130554751
ENSMUSG00000083282.2,6537.245787,0.1770273517,0.04982155402,3.553228221,0.0003805341764,0.002721058073,Ctsf,1.130552001
ENSMUSG00000025724.12,5645.341566,0.1768557315,0.032877681,5.379203341,7.48E-08,1.39E-06,Sec11a,1.13041752
ENSMUSG00000026627.7,597.1464235,0.1767479806,0.06442288211,2.743559041,0.006077711786,0.02808326344,Tmem206,1.130333096
ENSMUSG00000028179.12,2693.078157,0.1767145776,0.04797905224,3.683161074,0.0002303594979,0.00176076843,Cth,1.130306925
ENSMUSG00000055976.6,17798.06647,0.1765411353,0.04261055008,4.143132041,3.43E-05,0.000334502602,Cldn23,1.130171047
ENSMUSG00000026604.17,8161.320985,0.1765344611,0.04368220294,4.041336041,5.31E-05,0.0004931250214,Ptpn14,1.130165818
ENSMUSG00000020128.15,12687.69156,0.1765289023,0.03242835445,5.443658962,5.22E-08,1E-06,Vps54,1.130161464
ENSMUSG00000051147.10,2063.691832,0.1764973837,0.04796395938,3.679791786,0.0002334244655,0.001780530817,Nat2,1.130136774
ENSMUSG00000021785.7,4248.618,0.176366717,0.03243898693,5.436874997,5.42E-08,1.04E-06,Ngly1,1.13003442
ENSMUSG00000061816.15,143.4165159,0.1760302515,0.05206700719,3.380840593,0.0007226445299,0.004744031458,Myl1,1.129770904
ENSMUSG00000027091.14,11099.98831,0.1760176277,0.0424922278,4.142348774,3.44E-05,0.0003352067104,Zc3h15,1.129761019
ENSMUSG00000024270.11,9938.126667,0.1758762897,0.03670394259,4.791754709,1.65E-06,2.27E-05,Slc39a6,1.129650344
ENSMUSG00000033083.16,1663.067102,0.1758425314,0.05437581547,3.233837136,0.001221390843,0.007427349722,Tbc1d4,1.129623911
ENSMUSG00000000340.10,2968.357257,0.1758219045,0.04118946283,4.26861368,1.97E-05,0.0002045978095,Dbt,1.12960776
ENSMUSG00000050930.5,1166.67675,0.1756543099,0.05789725248,3.033897161,0.002414167097,0.01319353865,Map10,1.129476544
ENSMUSG00000038145.17,21994.34083,0.1756485506,0.04180654757,4.201460317,2.65E-05,0.0002668876735,Snrk,1.129472035
ENSMUSG00000028345.15,3439.233546,0.1755822012,0.04055805145,4.329157712,1.5E-05,0.0001615029559,Tex10,1.129420092
ENSMUSG00000027634.14,6721.573106,0.1754949447,0.03003262122,5.843477446,5.11E-09,1.21E-07,Ndrg3,1.129351785
ENSMUSG00000069769.13,17784.80226,0.1754205385,0.04288506767,4.090480628,4.3E-05,0.0004086718626,Msi2,1.12929354
ENSMUSG00000020541.12,1995.192035,0.1752931993,0.04845456153,3.617682088,0.0002972531972,0.002194532301,Tom1l1,1.129193868
ENSMUSG00000036323.14,18821.65293,0.1752532056,0.0303545483,5.773540222,7.76E-09,1.76E-07,Srp72,1.129162565
ENSMUSG00000075327.10,1694.968368,0.1751952406,0.05269892249,3.324455839,0.0008859126262,0.005660745404,Zbtb2,1.129117198
ENSMUSG00000091985.1,560.9406319,0.1749670497,0.06626867166,2.640267947,0.008284050237,0.0360921966,Gm17354,1.12893862
ENSMUSG00000019359.14,5080.57794,0.1749108793,0.05669396142,3.085176533,0.002034313692,0.01145188059,Gdpd2,1.128894667
ENSMUSG00000033906.5,1621.301176,0.1748743487,0.04976469923,3.514024025,0.0004413728908,0.003096764065,Zdhhc15,1.128866082
ENSMUSG00000099881.1,1521.419053,0.1748012413,0.0478044566,3.656588814,0.0002555938806,0.001922649309,2810013P06Rik,1.128808879
ENSMUSG00000052534.15,13686.0365,0.1746349652,0.03378632358,5.16880639,2.36E-07,3.9E-06,Pbx1,1.128678787
ENSMUSG00000025876.15,18055.95174,0.1744623888,0.04950841875,3.523893373,0.0004252553403,0.003001946215,Unc5a,1.128543782
ENSMUSG00000100017.1,837.5530897,0.1743829129,0.06482452362,2.690076273,0.007143568978,0.03203821667,2410022M11Rik,1.128481614
ENSMUSG00000031562.15,1225.316857,0.174374708,0.05560455337,3.135978933,0.001712815068,0.009861300398,Dctd,1.128475196
ENSMUSG00000033416.14,5696.04232,0.1743395623,0.03101152481,5.621766855,1.89E-08,3.94E-07,Gucd1,1.128447705
ENSMUSG00000041440.18,2761.805079,0.1740478481,0.04704078637,3.699934919,0.000215654764,0.001661481258,Gk5,1.128219555
ENSMUSG00000056851.13,21532.03809,0.1739837753,0.02960018514,5.87779348,4.16E-09,1E-07,Pcbp2,1.12816945
ENSMUSG00000030551.14,13297.95295,0.1739259116,0.03431474604,5.068547249,4.01E-07,6.31E-06,Nr2f2,1.128124202
ENSMUSG00000026004.15,5252.633488,0.1739078672,0.04759952711,3.653562919,0.0002586263755,0.001939567241,Kansl1l,1.128110092
ENSMUSG00000058325.6,38196.82576,0.1737062918,0.03571200105,4.864087329,1.15E-06,1.64E-05,Dock1,1.127952482
ENSMUSG00000060427.15,1683.184907,0.1736276906,0.04782976627,3.630117899,0.0002832917909,0.002103307028,Zfp868,1.12789103
ENSMUSG00000024750.10,38509.9844,0.1735963219,0.03356954566,5.171244306,2.33E-07,3.85E-06,Zfand5,1.127866507
ENSMUSG00000000881.12,13788.58265,0.173529818,0.03124908533,5.55311671,2.81E-08,5.69E-07,Dlg3,1.127814517
ENSMUSG00000071723.7,730.2992002,0.1734957748,0.06556657759,2.646100821,0.008142554381,0.03558035971,Gspt2,1.127787904
ENSMUSG00000020224.14,8939.285916,0.1734120504,0.05441794777,3.186670161,0.00143920801,0.008491322437,Llph,1.127722457
ENSMUSG00000039607.15,2755.583542,0.1732767596,0.0601174319,2.882304752,0.003947777125,0.01978417052,Rbms3,1.127616708
ENSMUSG00000079509.10,4992.784388,0.1732414473,0.04286973729,4.041112874,5.32E-05,0.0004931250214,Zfx,1.127589108
ENSMUSG00000026887.9,1845.356483,0.1731871824,0.03815750312,4.538745153,5.66E-06,6.74E-05,Mrrf,1.127546696
ENSMUSG00000022793.16,621.1249144,0.1730317135,0.06608604895,2.61827899,0.008837451816,0.03800759554,B4galt4,1.127425195
ENSMUSG00000024515.13,9822.619278,0.1730039227,0.03100695011,5.579520786,2.41E-08,4.95E-07,Smad4,1.127403478
ENSMUSG00000054737.11,2058.590053,0.1729661649,0.04839931329,3.573731797,0.0003519294126,0.002542587303,Zfp182,1.127373972
ENSMUSG00000033773.14,1777.402703,0.1728197959,0.03967490087,4.355897359,1.33E-05,0.0001450266231,Rpap2,1.1272596
ENSMUSG00000018001.18,23324.33078,0.1727673856,0.02627640236,6.575001527,4.87E-11,1.64E-09,Cyth3,1.127218649
ENSMUSG00000042167.5,3204.480029,0.1727236407,0.03143768726,5.494158629,3.93E-08,7.75E-07,Papd4,1.127184471
ENSMUSG00000055401.14,4136.869101,0.1727000896,0.03767777476,4.583606401,4.57E-06,5.6E-05,Fbxo6,1.12716607
ENSMUSG00000018143.10,9506.131656,0.1726641411,0.03598658788,4.798013684,1.6E-06,2.21E-05,Mafk,1.127137984
ENSMUSG00000022253.14,2701.3006,0.1726620643,0.04769534916,3.620102743,0.0002944860586,0.002176266624,Nadk2,1.127136362
ENSMUSG00000078515.4,12647.97207,0.1726043055,0.03018760811,5.717720493,1.08E-08,2.34E-07,Ddi2,1.127091237
ENSMUSG00000021510.10,1660.270283,0.1723902026,0.06612130294,2.607180968,0.009129109773,0.03898901569,Zfp729a,1.126923984
ENSMUSG00000025025.13,8942.853009,0.1723815821,0.02926684606,5.889995176,3.86E-09,9.39E-08,Mxi1,1.12691725
ENSMUSG00000050549.8,6211.416843,0.1723375339,0.04260452105,4.045052723,5.23E-05,0.0004870661068,5730508B09Rik,1.126882844
ENSMUSG00000025195.9,12068.82892,0.1722509826,0.04906880644,3.51039683,0.0004474384009,0.003133053115,Dnmbp,1.126815241
ENSMUSG00000053192.9,1416.963819,0.1718767155,0.04817868296,3.567484725,0.0003604243822,0.002597223693,Mllt11,1.126522958
ENSMUSG00000044636.5,697.0100516,0.1717654755,0.0649913608,2.642897047,0.008220002537,0.03584847847,Csrnp2,1.1264361
ENSMUSG00000078919.10,1518.883802,0.1717191939,0.05125769272,3.350115559,0.0008077785286,0.005212312017,Dpm1,1.126399965
ENSMUSG00000034848.17,1135.805345,0.1717149864,0.04695380523,3.657104798,0.000255080111,0.001920081065,Ttc21b,1.12639668
ENSMUSG00000026696.15,4586.400424,0.1716673149,0.03579168486,4.796290411,1.62E-06,2.23E-05,Vamp4,1.12635946
ENSMUSG00000031295.13,2277.466542,0.1716316889,0.04133545597,4.152166339,3.29E-05,0.0003228370169,Phka2,1.126331646
ENSMUSG00000048537.16,7464.447793,0.1714562086,0.04443313827,3.858746316,0.0001139701644,0.0009651726467,Phldb1,1.126194655
ENSMUSG00000048756.11,16368.72238,0.1714205669,0.03114503307,5.503945574,3.71E-08,7.36E-07,Foxo3,1.126166833
ENSMUSG00000021982.13,2798.100769,0.1713884643,0.0330545734,5.185015162,2.16E-07,3.6E-06,Cdadc1,1.126141774
ENSMUSG00000005951.13,1429.699995,0.1712200362,0.04538341147,3.772744944,0.0001614613238,0.001307238283,Shpk,1.126010309
ENSMUSG00000026961.6,7549.37967,0.1711959392,0.04760721962,3.596007928,0.0003231379554,0.002358282602,Lrrc26,1.125991502
