ENSEMBLE_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Name,Fold_Change
ENSMUSG00000030861.15,9130.011378,0.3370994761,0.03527064233,9.557508847,1.21E-21,7.25E-20,Acadsb,1.263214359
ENSMUSG00000026740.12,4158.127804,0.3369278894,0.05221297551,6.452953238,1.1E-10,1.82E-09,Dnajc1,1.263064128
ENSMUSG00000037415.6,12149.14893,0.3368527285,0.04329960612,7.779579509,7.28E-15,1.98E-13,Ranbp10,1.262998327
ENSMUSG00000096992.3,194.9058825,0.3364609802,0.1303448554,2.581313848,0.009842505695,0.03355611826,Gm26788,1.26265542
ENSMUSG00000106664.1,132.0190408,0.3362033707,0.1211406055,2.775315258,0.005514822107,0.02063327328,Gm17936,1.262429979
ENSMUSG00000043384.15,6456.688135,0.3361154569,0.04256434362,7.896643723,2.87E-15,8.28E-14,Gprasp1,1.262353052
ENSMUSG00000026034.17,33477.32461,0.3360174447,0.05598076386,6.002373343,1.94E-09,2.69E-08,Clk1,1.262267295
ENSMUSG00000021846.8,6711.751166,0.3358308809,0.04456841489,7.535176688,4.88E-14,1.2E-12,Peli2,1.262104074
ENSMUSG00000067768.12,8152.323004,0.3357674234,0.05856462822,5.7332802,9.85E-09,1.24E-07,Xlr4b,1.262048561
ENSMUSG00000044367.7,5425.041338,0.3355265078,0.03687663496,9.098620528,9.15E-20,4.39E-18,Slc16a13,1.261837829
ENSMUSG00000053436.14,16720.84378,0.3348955248,0.02920746411,11.46609386,1.95E-30,2.76E-28,Mapk14,1.261286067
ENSMUSG00000005534.10,6950.883843,0.3348582931,0.03588645303,9.331050154,1.05E-20,5.65E-19,Insr,1.261253518
ENSMUSG00000037818.16,1288.682017,0.3347738046,0.06782401065,4.935918731,7.98E-07,7.34E-06,Abhd18,1.261179657
ENSMUSG00000052675.11,481.6611742,0.3345853833,0.06631681742,5.04525694,4.53E-07,4.35E-06,Zfp112,1.261014953
ENSMUSG00000091586.1,1494.591075,0.3344315159,0.05876336253,5.691156896,1.26E-08,1.56E-07,Cyp4f17,1.26088047
ENSMUSG00000052942.13,589.6174632,0.3344190338,0.1235490295,2.706771839,0.006794093341,0.02454151537,Glis3,1.260869561
ENSMUSG00000030157.5,1705.377726,0.3343876996,0.08342056298,4.00845652,6.11E-05,0.000387663394,Clec2d,1.260842176
ENSMUSG00000032470.16,1147.107618,0.3340065575,0.07025784081,4.754011135,1.99E-06,1.7E-05,Mras,1.260509121
ENSMUSG00000025907.14,12193.15374,0.3338705118,0.05379124303,6.206781867,5.41E-10,8.2E-09,Rb1cc1,1.260390261
ENSMUSG00000019872.13,12787.42834,0.3334363609,0.03527556045,9.452333476,3.31E-21,1.88E-19,Smpdl3a,1.260011028
ENSMUSG00000048616.4,286.7541006,0.3333703553,0.1219096808,2.734568354,0.006246212508,0.02289315994,Nog,1.259953382
ENSMUSG00000058761.5,5684.772626,0.3326904692,0.04120025112,8.074962171,6.75E-16,2.14E-14,Rnf169,1.259359755
ENSMUSG00000027412.12,4834.048353,0.3325747166,0.04378769391,7.595164004,3.07E-14,7.74E-13,Lpin3,1.259258716
ENSMUSG00000026632.17,1020.847736,0.3325092337,0.06081399633,5.467643203,4.56E-08,5.12E-07,Tatdn3,1.25920156
ENSMUSG00000055148.7,545.0552107,0.3319728306,0.105798456,3.137785211,0.001702295692,0.007469581287,Klf2,1.258733468
ENSMUSG00000037003.15,10783.4624,0.3314705191,0.0550218818,6.024339921,1.7E-09,2.37E-08,Tns2,1.258295284
ENSMUSG00000082289.1,169.0821678,0.3314616981,0.1149634231,2.883192664,0.003936665838,0.01543140812,Gm15596,1.258287591
ENSMUSG00000022280.8,5066.112802,0.3311961523,0.04376278923,7.567985452,3.79E-14,9.43E-13,Rnf19a,1.258056009
ENSMUSG00000026436.15,7054.850467,0.3310876262,0.04277636286,7.739966749,9.94E-15,2.64E-13,Elk4,1.257961375
ENSMUSG00000043614.13,440.392714,0.3307158624,0.07912187585,4.179828382,2.92E-05,0.0001963581435,Vps37d,1.257637257
ENSMUSG00000024998.17,4593.185415,0.3304508379,0.05408891449,6.109400439,1E-09,1.45E-08,Plce1,1.257406249
ENSMUSG00000013275.9,14267.56616,0.3304135364,0.05389654292,6.130514472,8.76E-10,1.28E-08,Slc41a1,1.257373738
ENSMUSG00000029838.11,4980.703246,0.3299273299,0.0765259544,4.311312841,1.62E-05,0.000115412679,Ptn,1.256950059
ENSMUSG00000025165.12,7.059993332,0.3298279387,0.1064963421,3.097082324,0.00195435591,0.008411957354,Sectm1a,1.256863467
ENSMUSG00000002996.17,20338.92325,0.3297977104,0.03630908526,9.08306304,1.06E-19,5.03E-18,Hbp1,1.256837133
ENSMUSG00000006445.3,23979.2468,0.3295858655,0.05546057636,5.942705379,2.8E-09,3.79E-08,Epha2,1.256652593
ENSMUSG00000032251.12,503.9152135,0.3287522651,0.08574115686,3.834241071,0.0001259525701,0.0007435629532,Irak1bp1,1.255926699
ENSMUSG00000096966.2,301.7817671,0.3286350093,0.1022800721,3.213089339,0.001313154363,0.005965818023,Gm18336,1.255824627
ENSMUSG00000029810.15,10526.14184,0.3275312506,0.05969183906,5.487035678,4.09E-08,4.62E-07,Tmem176b,1.254864204
ENSMUSG00000061959.13,3459.979728,0.3274221655,0.0442100084,7.406064314,1.3E-13,3.04E-12,Ces1e,1.254769325
ENSMUSG00000052415.5,1058.701841,0.3271286967,0.09337723085,3.503302611,0.0004595270921,0.002367192181,Tchh,1.254514109
ENSMUSG00000030231.11,9253.757665,0.3271105098,0.03933380285,8.316269623,9.08E-17,3.23E-15,Plekha5,1.254498295
ENSMUSG00000109136.1,145.8030101,0.3269424903,0.1232828675,2.651970196,0.008002360533,0.02820117986,Gm45114,1.254352202
ENSMUSG00000021950.15,167522.64,0.3267242275,0.0319349862,10.23091807,1.44E-24,1.12E-22,Anxa8,1.254162447
ENSMUSG00000031681.16,3032.451711,0.3267207495,0.04450967969,7.340442613,2.13E-13,4.87E-12,Smad1,1.254159424
ENSMUSG00000022440.8,432.8010575,0.3265982406,0.09266472824,3.524515172,0.0004242585187,0.00220376868,C1qtnf6,1.254052929
ENSMUSG00000020263.14,9916.797457,0.326502203,0.0320237833,10.19561618,2.07E-24,1.59E-22,Appl2,1.253969452
ENSMUSG00000078905.8,118.5406921,0.3261985502,0.1185779401,2.750921039,0.005942796611,0.02196304881,Gm14393,1.253705549
ENSMUSG00000056427.10,7820.163487,0.3261460123,0.08032353656,4.060404039,4.9E-05,0.000315955958,Slit3,1.253659894
ENSMUSG00000030474.9,159.7290079,0.3260916195,0.1194040581,2.730992771,0.006314385658,0.02308785068,Siglece,1.25361263
ENSMUSG00000060733.13,16978.63471,0.3259943718,0.03360466018,9.700867977,2.99E-22,1.89E-20,Ipmk,1.25352813
ENSMUSG00000021702.7,46224.35831,0.3258925411,0.08636162313,3.773580548,0.0001609212317,0.0009285562719,Thbs4,1.253439655
ENSMUSG00000096995.1,460.9257757,0.3257433275,0.09228375319,3.529801468,0.0004158716083,0.002163134122,2810029C07Rik,1.253310022
ENSMUSG00000081944.1,147.2543899,0.3256745296,0.11305653,2.880634401,0.003968757024,0.01554396052,Gm12276,1.253250257
ENSMUSG00000026994.9,18721.82356,0.3255309529,0.03989735548,8.15921128,3.37E-16,1.12E-14,Galnt3,1.25312554
ENSMUSG00000046201.8,9259.078427,0.3254678032,0.04061260914,8.013959459,1.11E-15,3.4E-14,Scaf8,1.253070689
ENSMUSG00000062960.10,4449.016827,0.3253232797,0.06255263677,5.200792429,1.98E-07,2.02E-06,Kdr,1.252945168
ENSMUSG00000045968.7,105.9719445,0.324898817,0.1221364382,2.660130111,0.007811047058,0.02762929714,Teddm2,1.252576586
ENSMUSG00000064372.1,401.9713945,0.3245598948,0.1124307612,2.886753512,0.003892390327,0.01528911249,mt-Tp,1.252282362
ENSMUSG00000028559.17,25536.34265,0.3244058847,0.02764806199,11.73340413,8.59E-32,1.38E-29,Osbpl9,1.252148686
ENSMUSG00000025790.14,20346.91332,0.3232848039,0.03643533711,8.87283691,7.13E-19,3.1E-17,Slco3a1,1.251176052
ENSMUSG00000078350.11,856.0595599,0.3230812693,0.07751451875,4.168009742,3.07E-05,0.0002059752953,Smim1,1.250999549
ENSMUSG00000096188.1,10481.69713,0.3230542257,0.03114762273,10.37171371,3.33E-25,2.79E-23,Cmtm4,1.250976099
ENSMUSG00000045827.10,1713.922539,0.3230507908,0.07029240939,4.595813311,4.31E-06,3.44E-05,Serpinb9,1.25097312
ENSMUSG00000018566.14,381.8204856,0.3227684077,0.1035813865,3.116085029,0.001832694199,0.007952275131,Slc2a4,1.250728288
ENSMUSG00000038074.16,2657.670117,0.3227322276,0.04631549152,6.968127014,3.21E-12,6.38E-11,Fkbp14,1.250696922
ENSMUSG00000020333.17,723.4794829,0.3225273737,0.1136384731,2.838188203,0.00453704222,0.01751034949,Acsl6,1.250519343
ENSMUSG00000026393.10,9083.157796,0.3223957885,0.03916375519,8.231993765,1.84E-16,6.26E-15,Nek7,1.250405291
ENSMUSG00000033589.3,18842.56214,0.3222918207,0.04032591168,7.992176923,1.33E-15,4.02E-14,Reep4,1.250315184
ENSMUSG00000048078.16,1554.213629,0.3222697602,0.06749205461,4.774928872,1.8E-06,1.55E-05,Tenm4,1.250296065
ENSMUSG00000015312.8,2989.394922,0.3222466039,0.05780654687,5.574569341,2.48E-08,2.92E-07,Gadd45b,1.250275998
ENSMUSG00000050545.8,167.7087707,0.3221684094,0.1171841805,2.749248305,0.005973211788,0.02205773843,Fam228b,1.250208234
ENSMUSG00000047139.9,41555.05391,0.3221343851,0.04838891636,6.657193616,2.79E-11,4.95E-10,Cd24a,1.25017875
ENSMUSG00000076441.9,9739.441544,0.3221178155,0.05024686397,6.410704868,1.45E-10,2.37E-09,Ass1,1.250164391
ENSMUSG00000020190.13,94481.65357,0.3220175872,0.04039921872,7.970886502,1.58E-15,4.73E-14,Mknk2,1.250077542
ENSMUSG00000049791.4,5064.614835,0.3218529283,0.04792441744,6.715844355,1.87E-11,3.41E-10,Fzd4,1.249934875
ENSMUSG00000046687.5,3108.629705,0.321467986,0.05194800318,6.18826454,6.08E-10,9.14E-09,Gm5424,1.24960141
ENSMUSG00000030275.6,23397.32063,0.3213930097,0.0409161474,7.85491866,4E-15,1.13E-13,Etnk1,1.24953647
ENSMUSG00000095595.1,22014.1079,0.3213906993,0.04113494034,7.813082909,5.58E-15,1.54E-13,Fam177a,1.249534469
ENSMUSG00000067567.12,1166.997413,0.3209441038,0.05055167858,6.348831787,2.17E-10,3.49E-09,Hdac8,1.249147727
ENSMUSG00000074653.10,274.2588352,0.3209015545,0.1079571784,2.972489272,0.002953955332,0.01203447784,Lrrc31,1.249110887
ENSMUSG00000040310.12,962.0598347,0.3208756345,0.1243118071,2.581216072,0.009845293969,0.03356065092,Alx4,1.249088445
ENSMUSG00000032515.8,3437.532682,0.3204242089,0.05648593847,5.672636723,1.41E-08,1.72E-07,Csrnp1,1.248697661
ENSMUSG00000108414.1,2724.634698,0.3194709049,0.04824868362,6.621339296,3.56E-11,6.25E-10,Snhg1,1.247872819
ENSMUSG00000018425.18,3861.687436,0.319468072,0.03939385901,8.109590684,5.08E-16,1.65E-14,Dhx40,1.247870369
ENSMUSG00000073700.3,10259.81422,0.3192698164,0.04075565663,7.833754692,4.74E-15,1.32E-13,Klhl21,1.247698898
ENSMUSG00000039852.16,26270.70258,0.3192025346,0.04454104656,7.166480341,7.7E-13,1.65E-11,Rere,1.247640711
ENSMUSG00000095990.1,3175.852875,0.3188669766,0.06033420714,5.285011467,1.26E-07,1.32E-06,Zfp97,1.247350555
ENSMUSG00000074754.4,341.9766029,0.318637676,0.09006298882,3.537942502,0.0004032578607,0.002103707561,Gm561,1.247152318
ENSMUSG00000015305.6,4194.918452,0.318501799,0.0525158617,6.064868569,1.32E-09,1.87E-08,Sash1,1.247034863
ENSMUSG00000026177.11,195.6789324,0.3180201157,0.1167518665,2.723897486,0.006451652879,0.02350845632,Slc11a1,1.246618576
ENSMUSG00000090523.2,979.7873298,0.3180073917,0.07162519912,4.439881433,9E-06,6.76E-05,Gypc,1.246607581
ENSMUSG00000063015.12,21457.56509,0.3179890284,0.03151296848,10.09073546,6.07E-24,4.39E-22,Ccni,1.246591714
ENSMUSG00000021792.15,1921.429506,0.3176492443,0.06433939366,4.937087936,7.93E-07,7.3E-06,Fam213a,1.246298151
ENSMUSG00000027763.13,22773.84292,0.3174996362,0.04392752589,7.227806024,4.91E-13,1.07E-11,Mbnl1,1.246168916
ENSMUSG00000037254.18,1271.319612,0.3172621601,0.06636669628,4.780442268,1.75E-06,1.51E-05,Itih2,1.245963806
ENSMUSG00000047412.16,6443.81546,0.3170537971,0.04202468957,7.54446494,4.54E-14,1.12E-12,Zbtb44,1.245783869
ENSMUSG00000033416.14,5696.04232,0.3168613064,0.03328212007,9.520466419,1.72E-21,1.02E-19,Gucd1,1.245617662
ENSMUSG00000020283.5,4619.429607,0.3166669,0.04303803255,7.357838666,1.87E-13,4.3E-12,Pex13,1.245449824
ENSMUSG00000007872.3,4780.535439,0.3165655561,0.07136910298,4.43561069,9.18E-06,6.88E-05,Id3,1.245362339
ENSMUSG00000106189.1,406.0328073,0.3164248351,0.09458081826,3.345549773,0.0008211961881,0.003952393202,Gm42933,1.245240872
ENSMUSG00000074971.4,6450.067055,0.3163919916,0.08458278742,3.740619117,0.000183567523,0.001041982343,Fibin,1.245212523
ENSMUSG00000035104.14,4629.321523,0.316216511,0.05547440174,5.700223907,1.2E-08,1.48E-07,Eva1a,1.245061073
ENSMUSG00000048186.14,871.4908958,0.3161379473,0.06880972746,4.594378716,4.34E-06,3.46E-05,Bend7,1.244993273
ENSMUSG00000031860.17,231.1710458,0.3159386764,0.09455359072,3.341371533,0.0008336558582,0.004003984692,Pbx4,1.244821321
ENSMUSG00000003135.15,4326.496694,0.3158834128,0.04367801174,7.23209231,4.76E-13,1.04E-11,Cnot11,1.244773639
ENSMUSG00000020644.8,34437.89004,0.3158115145,0.04914872034,6.42563046,1.31E-10,2.16E-09,Id2,1.244711605
ENSMUSG00000037736.18,1247.762249,0.315771721,0.08116790148,3.890352161,0.0001000988468,0.0006064792992,Limch1,1.244677273
ENSMUSG00000019951.9,5606.016166,0.3154400417,0.04375015578,7.210032423,5.59E-13,1.21E-11,Uhrf1bp1l,1.244391152
ENSMUSG00000080205.2,285.4413933,0.3154220968,0.09614255264,3.280775142,0.00103522239,0.004837766869,Gm15526,1.244375674
ENSMUSG00000054499.9,7641.492245,0.3153049125,0.04642091598,6.792302689,1.1E-11,2.07E-10,Dedd2,1.244274602
ENSMUSG00000037542.13,6.61866738,0.3152906098,0.1119927299,2.815277474,0.004873513519,0.01859679085,Aldh8a1,1.244262266
ENSMUSG00000039242.9,5633.652939,0.315077438,0.03738406387,8.428121648,3.51E-17,1.31E-15,B3galnt2,1.244078429
ENSMUSG00000075276.5,884.7109497,0.3150652211,0.0974512734,3.233053916,0.001224744457,0.005601684092,Gm13653,1.244067894
ENSMUSG00000022200.7,39803.50785,0.3150323921,0.03509572771,8.976374409,2.8E-19,1.26E-17,Golph3,1.244039585
ENSMUSG00000040618.6,3681.154972,0.3146619735,0.04733414839,6.647673702,2.98E-11,5.27E-10,Pck2,1.243720213
ENSMUSG00000048752.7,153.4629891,0.314198492,0.1156932666,2.715788923,0.006611805703,0.02400366135,Prss50,1.243320718
ENSMUSG00000057531.13,4261.249983,0.3140730524,0.04644139434,6.762782576,1.35E-11,2.52E-10,Dtnbp1,1.243212619
ENSMUSG00000038094.15,1049.125573,0.3138708897,0.09759873691,3.215931882,0.001300216903,0.005915125581,Atp13a4,1.243038421
ENSMUSG00000104950.1,269.3004157,0.3138645206,0.09824546479,3.194697295,0.001399775727,0.006294613053,4833413G10Rik,1.243032934
ENSMUSG00000054716.4,1711.758457,0.3136779822,0.08067182704,3.888321285,0.0001009399538,0.000610629655,Zfp771,1.242872222
ENSMUSG00000015656.17,81345.82234,0.3135691406,0.03260678726,9.616683118,6.8E-22,4.16E-20,Hspa8,1.242778459
ENSMUSG00000040747.9,295.5836274,0.3135459752,0.1185787657,2.644200026,0.0081884251,0.02874758246,Cd53,1.242758504
ENSMUSG00000066443.5,11178.95491,0.3132799335,0.07852604539,3.989503507,6.62E-05,0.0004174478751,Gm10163,1.242529353
ENSMUSG00000084383.1,11193.23208,0.3130423983,0.07847290833,3.989177985,6.63E-05,0.0004179065736,Gm13370,1.242324791
ENSMUSG00000007476.18,954.3657195,0.3128549801,0.06408842113,4.881614723,1.05E-06,9.51E-06,Lrrc8a,1.242163413
ENSMUSG00000026604.17,8161.320985,0.3126755408,0.04692221151,6.663699999,2.67E-11,4.77E-10,Ptpn14,1.242008925
ENSMUSG00000054135.2,331.8772098,0.3126202811,0.08988526118,3.477992687,0.0005051837066,0.002584243143,A430110L20Rik,1.241961353
ENSMUSG00000048478.7,184.1824562,0.3126023569,0.1134054681,2.756501624,0.00584233226,0.02168581736,Spata33,1.241945923
ENSMUSG00000039018.15,1557.445945,0.3124767785,0.05123408486,6.099001853,1.07E-09,1.54E-08,Mtg1,1.241837823
ENSMUSG00000037526.6,3110.318326,0.3123114272,0.05121627916,6.097893722,1.07E-09,1.55E-08,Atg14,1.241695501
ENSMUSG00000020027.18,1015.968295,0.3121964802,0.1052871287,2.965191322,0.003024947421,0.0122780417,Socs2,1.241596573
ENSMUSG00000068397.4,11057.1386,0.312171059,0.07784712784,4.010052365,6.07E-05,0.0003854777131,Gm10240,1.241574695
ENSMUSG00000020883.18,7555.269311,0.3115212353,0.03925113941,7.936616363,2.08E-15,6.14E-14,Fbxl20,1.241015587
ENSMUSG00000027381.16,4201.460878,0.3115066502,0.04981796827,6.252897519,4.03E-10,6.25E-09,Bcl2l11,1.241003041
ENSMUSG00000020865.16,142.6255912,0.3114018194,0.1162790788,2.678055438,0.007405096077,0.02636360884,Abcc3,1.240912869
ENSMUSG00000020063.16,3629.381463,0.3113255823,0.04183094455,7.442470774,9.88E-14,2.34E-12,Sirt1,1.240847296
ENSMUSG00000024164.15,1189.270148,0.3112287564,0.08538735248,3.64490463,0.0002674909774,0.00145965309,C3,1.24076402
ENSMUSG00000058709.11,6391.925632,0.3104909463,0.04721254524,6.576450067,4.82E-11,8.33E-10,Egln2,1.240129642
ENSMUSG00000040669.14,9445.984876,0.3104230872,0.03954702054,7.849468379,4.18E-15,1.18E-13,Phc1,1.240071312
ENSMUSG00000038816.14,9345.018135,0.3100228524,0.02539901157,12.2060991,2.88E-34,5.87E-32,Ctnnal1,1.239727337
ENSMUSG00000084862.1,327.3084799,0.3099338526,0.1035003638,2.994519452,0.002748775284,0.01131275925,Gm16278,1.239650861
ENSMUSG00000092417.3,980.0371609,0.3097229115,0.07280191905,4.25432345,2.1E-05,0.0001459589899,Gpank1,1.239469621
ENSMUSG00000057522.15,19403.6531,0.3092164738,0.03426144396,9.025202619,1.79E-19,8.22E-18,Spop,1.239034599
ENSMUSG00000104682.1,100.0554277,0.309124206,0.1172458111,2.636547976,0.008375435555,0.0292778559,Gm42636,1.238955359
ENSMUSG00000082920.1,561.5933765,0.3090680515,0.1030020757,3.000600224,0.002694480644,0.01112512952,Gm13864,1.238907135
ENSMUSG00000083596.4,10937.468,0.308984522,0.07872321161,3.924948127,8.67E-05,0.0005314871804,Rpl21-ps15,1.238835407
ENSMUSG00000005802.12,4732.411083,0.3086317846,0.04599281935,6.710434128,1.94E-11,3.54E-10,Slc30a4,1.23853255
ENSMUSG00000081357.1,2066.840396,0.307695526,0.06332828283,4.858737869,1.18E-06,1.06E-05,Xlr4e-ps,1.237729046
ENSMUSG00000078619.10,22292.66076,0.3074650306,0.03233017949,9.510155387,1.9E-21,1.12E-19,Smarcd2,1.237531314
ENSMUSG00000082491.1,558.1786256,0.3073969613,0.07934006567,3.874422825,0.0001068777061,0.0006421594428,Gm5909,1.237472926
ENSMUSG00000034042.16,12312.47426,0.3073219786,0.03268949147,9.401246845,5.39E-21,2.99E-19,Gpbp1l1,1.237408611
ENSMUSG00000081593.1,166.3284625,0.3070129924,0.1163002404,2.639831108,0.008294735252,0.02904900719,Gm11841,1.23714362
ENSMUSG00000035901.14,5992.474756,0.3065238492,0.04492951858,6.822326587,8.96E-12,1.7E-10,Dennd5a,1.23672424
ENSMUSG00000023800.14,2007.172356,0.3064674857,0.05096298255,6.013531202,1.82E-09,2.52E-08,Tiam2,1.236675924
ENSMUSG00000031380.10,278.3763368,0.3063666676,0.09897476224,3.095401906,0.001965463738,0.008454549625,Vegfd,1.236589506
ENSMUSG00000026399.12,1739.974918,0.3061788102,0.06356063371,4.81711387,1.46E-06,1.28E-05,Cd55,1.236428497
ENSMUSG00000030089.15,357.9974015,0.3061336379,0.100606933,3.042868207,0.002343349381,0.009834809006,Slc41a3,1.236389783
ENSMUSG00000021975.7,4360.825422,0.3061008305,0.0359995037,8.502918068,1.85E-17,7.09E-16,Ints9,1.236361668
ENSMUSG00000059252.5,658.5952704,0.3059333946,0.09812614993,3.11775602,0.00182233593,0.007911806078,Tpt1-ps5,1.236218187
ENSMUSG00000062152.4,425.8588115,0.3049501828,0.1046869308,2.912972807,0.003580057753,0.01421273661,Rpl21-ps14,1.235375978
ENSMUSG00000007817.14,7127.429589,0.3049257117,0.06971542589,4.373862854,1.22E-05,8.91E-05,Zmiz1,1.235355024
ENSMUSG00000083282.2,6537.245787,0.3047740481,0.05342809669,5.704377789,1.17E-08,1.45E-07,Ctsf,1.235225164
ENSMUSG00000027848.12,24412.51514,0.3046295817,0.06993788632,4.355716161,1.33E-05,9.61E-05,Olfml3,1.235101479
ENSMUSG00000037235.13,12251.78723,0.3044577335,0.04850189994,6.277233137,3.45E-10,5.39E-09,Mxd4,1.234954367
ENSMUSG00000099597.1,4778.489398,0.3041717078,0.04912866507,6.191328572,5.97E-10,8.99E-09,Gm28933,1.234709552
ENSMUSG00000079457.9,1298.652176,0.3041469215,0.1046550561,2.906184689,0.003658654303,0.0144822782,Gm7609,1.234688339
ENSMUSG00000000197.7,737.0566132,0.3040181261,0.07903815634,3.846472896,0.0001198303799,0.0007116204751,Nalcn,1.234578118
ENSMUSG00000052135.8,308.7473199,0.3039899366,0.1076502971,2.823865281,0.004744832406,0.01817812062,Foxo6,1.234553995
ENSMUSG00000045027.6,29072.4323,0.3036173536,0.0635366043,4.778621032,1.77E-06,1.53E-05,Prss22,1.234235207
ENSMUSG00000086773.1,209.922534,0.3035686741,0.1003135942,3.026196765,0.002476510857,0.01031774878,Gm16192,1.234193562
ENSMUSG00000042821.7,417.7073341,0.3031821375,0.1051298524,2.88388246,0.003928053371,0.01540552265,Snai1,1.233862933
ENSMUSG00000010609.15,1795.712324,0.3028504729,0.05105508412,5.931837704,3E-09,4.02E-08,Psen2,1.23357931
ENSMUSG00000069495.12,4859.041876,0.302398946,0.0456769135,6.620389227,3.58E-11,6.28E-10,Epc2,1.233193291
ENSMUSG00000056515.8,2477.56377,0.3022822609,0.0713166186,4.23859497,2.25E-05,0.0001556264444,Rab31,1.233093555
ENSMUSG00000107201.1,152.269739,0.3021301375,0.1104528488,2.735376595,0.006230894465,0.02284429611,5930420M18Rik,1.232963539
ENSMUSG00000031555.15,11136.08613,0.3020080676,0.02914690105,10.36158414,3.71E-25,3.08E-23,Adam9,1.23285922
ENSMUSG00000089635.1,456.3145178,0.3019164423,0.1032452436,2.924264903,0.003452707794,0.01376893664,Gm16559,1.232780923
ENSMUSG00000043542.12,2313.177702,0.3015902252,0.04468820498,6.748765706,1.49E-11,2.76E-10,Zc2hc1a,1.232502203
ENSMUSG00000020847.15,290.0974473,0.3015023886,0.09518872968,3.167416874,0.001537996728,0.006828088136,Rph3al,1.232427166
ENSMUSG00000025470.11,2094.040648,0.3014929555,0.05115688702,5.893496909,3.78E-09,5.01E-08,Zfp511,1.232419108
ENSMUSG00000033544.6,3457.442864,0.3011913488,0.0811141802,3.713177499,0.0002046732321,0.001147706896,Angptl1,1.232161488
ENSMUSG00000036330.12,550.8163919,0.3010861394,0.07813199611,3.853557497,0.0001164139097,0.0006928428846,Slc18a1,1.232071635
ENSMUSG00000084974.1,148.0998262,0.3008067447,0.113088715,2.65991832,0.007815960357,0.02764242644,Gm15567,1.231833053
ENSMUSG00000057561.9,21094.57373,0.3007323326,0.03664165192,8.20739014,2.26E-16,7.61E-15,Eif1a,1.231769519
ENSMUSG00000017561.16,3150.771375,0.3007278647,0.038878894,7.734990217,1.03E-14,2.74E-13,Crlf3,1.231765704
ENSMUSG00000025511.14,3037.140657,0.3006797174,0.06758156335,4.449138235,8.62E-06,6.49E-05,Tspan4,1.231724597
ENSMUSG00000028517.8,31984.34799,0.3005223415,0.0563565224,5.33252104,9.69E-08,1.04E-06,Plpp3,1.231590242
ENSMUSG00000082938.1,2095.669514,0.3004927377,0.05835731824,5.149186885,2.62E-07,2.62E-06,Gm2810,1.23156497
ENSMUSG00000041040.12,2553.517688,0.3004506434,0.05402676972,5.561143947,2.68E-08,3.13E-07,Fam117b,1.231529036
ENSMUSG00000092029.1,388.9991378,0.3002707848,0.0854373508,3.514514226,0.0004405590735,0.002279690069,Gm9027,1.231375513
ENSMUSG00000020183.11,18271.11849,0.3001939335,0.04492892265,6.681529754,2.36E-11,4.24E-10,Cpm,1.23130992
ENSMUSG00000059183.12,2182.148308,0.3000898087,0.04661702688,6.437343366,1.22E-10,2.01E-09,Mtfmt,1.231221055
ENSMUSG00000021756.12,18744.03507,0.2999883674,0.04222426952,7.104643155,1.21E-12,2.51E-11,Il6st,1.231134487
ENSMUSG00000029231.15,6270.125851,0.2997468803,0.04490439893,6.675223083,2.47E-11,4.42E-10,Pdgfra,1.230928429
ENSMUSG00000063328.6,2233.42395,0.2996555203,0.08424582299,3.556918428,0.0003752306074,0.001971803416,Gm9396,1.230850482
ENSMUSG00000097340.1,785.1270229,0.2995798398,0.07305032086,4.101006488,4.11E-05,0.0002689309387,Gm26617,1.230785916
ENSMUSG00000082107.1,612.4039086,0.2995228171,0.08040938939,3.724973158,0.0001953360057,0.001102527023,Gm16216,1.23073727
ENSMUSG00000051890.13,907.7468372,0.2994589661,0.07196601598,4.161116355,3.17E-05,0.0002120459996,Klhdc1,1.230682801
ENSMUSG00000009772.15,17301.09548,0.2994386132,0.0381059189,7.858060422,3.9E-15,1.11E-13,Nuak2,1.230665439
ENSMUSG00000042622.13,2345.352273,0.2993734796,0.05279185068,5.670827519,1.42E-08,1.74E-07,Maff,1.230609879
ENSMUSG00000074361.10,269.8021596,0.2993175018,0.09370150358,3.194372453,0.001401351933,0.006300469528,C5ar2,1.230562132
ENSMUSG00000000959.6,5081.32849,0.2991656219,0.03764880311,7.946218661,1.92E-15,5.72E-14,Oxa1l,1.230432591
ENSMUSG00000028521.17,2574.396291,0.2990907576,0.04309010189,6.941054778,3.89E-12,7.65E-11,Slc35d1,1.230368743
ENSMUSG00000033187.7,923.6955853,0.2989568991,0.06850450971,4.364046985,1.28E-05,9.29E-05,BC016579,1.23025459
ENSMUSG00000000266.11,11035.14365,0.2988508142,0.0467001988,6.399347794,1.56E-10,2.55E-09,Mid2,1.23016413
ENSMUSG00000025911.14,403.2793483,0.298568734,0.0891120839,3.350485377,0.0008067006859,0.003889950949,Adhfe1,1.229923628
ENSMUSG00000073982.11,6214.949815,0.2983268334,0.04790848914,6.227014016,4.75E-10,7.29E-09,Rhog,1.22971742
ENSMUSG00000032131.16,274.8835909,0.2982367693,0.1148744712,2.596197103,0.009426197494,0.03233884,Abcg4,1.229640654
ENSMUSG00000071547.3,1792.953741,0.2978387765,0.06181864356,4.817944221,1.45E-06,1.28E-05,Nt5dc2,1.229301483
