From	To	Species	Gene Name
LRP8	ENSMUST00000145832	Mus musculus	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor(Lrp8)
LRP8	ENSMUST00000106733	Mus musculus	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor(Lrp8)
LRP8	ENSMUST00000143601	Mus musculus	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor(Lrp8)
LRP8	ENSMUST00000106732	Mus musculus	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor(Lrp8)
LRP8	ENSMUST00000135591	Mus musculus	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor(Lrp8)
LRP8	ENSMUST00000147319	Mus musculus	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor(Lrp8)
ZBTB40	ENSMUST00000049583	Mus musculus	zinc finger and BTB domain containing 40(Zbtb40)
ZBTB40	ENSMUST00000145505	Mus musculus	zinc finger and BTB domain containing 40(Zbtb40)
CNNM1	ENSMUST00000165311	Mus musculus	cyclin M1(Cnnm1)
SEC23B	ENSMUST00000149697	Mus musculus	SEC23 homolog B, COPII coat complex component(Sec23b)
SEC23B	ENSMUST00000146487	Mus musculus	SEC23 homolog B, COPII coat complex component(Sec23b)
SEC23B	ENSMUST00000155876	Mus musculus	SEC23 homolog B, COPII coat complex component(Sec23b)
SEC23B	ENSMUST00000143573	Mus musculus	SEC23 homolog B, COPII coat complex component(Sec23b)
SEC23B	ENSMUST00000155258	Mus musculus	SEC23 homolog B, COPII coat complex component(Sec23b)
SEC23B	ENSMUST00000128210	Mus musculus	SEC23 homolog B, COPII coat complex component(Sec23b)
SEC23B	ENSMUST00000028916	Mus musculus	SEC23 homolog B, COPII coat complex component(Sec23b)
SEC23B	ENSMUST00000143921	Mus musculus	SEC23 homolog B, COPII coat complex component(Sec23b)
SLC25A25	ENSMUST00000113310	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25(Slc25a25)
SLC25A25	ENSMUST00000128611	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25(Slc25a25)
SLC25A25	ENSMUST00000153886	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25(Slc25a25)
SLC25A25	ENSMUST00000127961	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25(Slc25a25)
SLC25A25	ENSMUST00000194756	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25(Slc25a25)
SLC25A25	ENSMUST00000113308	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25(Slc25a25)
SLC25A25	ENSMUST00000052119	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25(Slc25a25)
SLC25A25	ENSMUST00000113307	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25(Slc25a25)
SLC25A25	ENSMUST00000153782	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25(Slc25a25)
SLC25A25	ENSMUST00000028160	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25(Slc25a25)
SLC25A25	ENSMUST00000136361	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25(Slc25a25)
SLC25A25	ENSMUST00000143092	Mus musculus	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25(Slc25a25)
CYB5B	ENSMUST00000034400	Mus musculus	cytochrome b5 type B(Cyb5b)
NDUFA8	ENSMUST00000070112	Mus musculus	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8(Ndufa8)
DUT	ENSMUST00000133211	Mus musculus	deoxyuridine triphosphatase(Dut)
DUT	ENSMUST00000051605	Mus musculus	deoxyuridine triphosphatase(Dut)
DUT	ENSMUST00000082122	Mus musculus	deoxyuridine triphosphatase(Dut)
PPP1R14C	ENSMUST00000043374	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 14c(Ppp1r14c)
NDUFA4	ENSMUST00000204714	Mus musculus	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4(Ndufa4)
NDUFA4	ENSMUST00000204978	Mus musculus	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4(Ndufa4)
NDUFA4	ENSMUST00000203801	Mus musculus	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4(Ndufa4)
NDUFA4	ENSMUST00000204084	Mus musculus	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4(Ndufa4)
NDUFA4	ENSMUST00000031637	Mus musculus	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4(Ndufa4)
MMAB	ENSMUST00000112245	Mus musculus	methylmalonic aciduria (cobalamin deficiency) cblB type homolog (human)(Mmab)
MMAB	ENSMUST00000123256	Mus musculus	methylmalonic aciduria (cobalamin deficiency) cblB type homolog (human)(Mmab)
MMAB	ENSMUST00000031560	Mus musculus	methylmalonic aciduria (cobalamin deficiency) cblB type homolog (human)(Mmab)
USH2A	ENSMUST00000142159	Mus musculus	Usher syndrome 2A(Ush2a)
USH2A	ENSMUST00000060479	Mus musculus	Usher syndrome 2A(Ush2a)
USH2A	ENSMUST00000142189	Mus musculus	Usher syndrome 2A(Ush2a)
USH2A	ENSMUST00000127077	Mus musculus	Usher syndrome 2A(Ush2a)
USH2A	ENSMUST00000124358	Mus musculus	Usher syndrome 2A(Ush2a)
BAIAP3	ENSMUST00000169109	Mus musculus	BAI1-associated protein 3(Baiap3)
BAIAP3	ENSMUST00000182696	Mus musculus	BAI1-associated protein 3(Baiap3)
BAIAP3	ENSMUST00000182435	Mus musculus	BAI1-associated protein 3(Baiap3)
BAIAP3	ENSMUST00000182126	Mus musculus	BAI1-associated protein 3(Baiap3)
BAIAP3	ENSMUST00000182922	Mus musculus	BAI1-associated protein 3(Baiap3)
BAIAP3	ENSMUST00000182056	Mus musculus	BAI1-associated protein 3(Baiap3)
BAIAP3	ENSMUST00000182978	Mus musculus	BAI1-associated protein 3(Baiap3)
BAIAP3	ENSMUST00000182825	Mus musculus	BAI1-associated protein 3(Baiap3)
BAIAP3	ENSMUST00000182903	Mus musculus	BAI1-associated protein 3(Baiap3)
SLC25A39	ENSMUST00000147860	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000149777	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000018821	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000155104	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000142097	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000147160	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000130436	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000134669	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000141535	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000107098	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000154001	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000123688	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000153395	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000124755	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SLC25A39	ENSMUST00000128825	Mus musculus	solute carrier family 25, member 39(Slc25a39)
SEC24C	ENSMUST00000048657	Mus musculus	Sec24 related gene family, member C (S. cerevisiae)(Sec24c)
SPON2	ENSMUST00000201199	Mus musculus	spondin 2, extracellular matrix protein(Spon2)
SPON2	ENSMUST00000201175	Mus musculus	spondin 2, extracellular matrix protein(Spon2)
SPON2	ENSMUST00000200884	Mus musculus	spondin 2, extracellular matrix protein(Spon2)
SPON2	ENSMUST00000046186	Mus musculus	spondin 2, extracellular matrix protein(Spon2)
SPON2	ENSMUST00000201475	Mus musculus	spondin 2, extracellular matrix protein(Spon2)
PREP	ENSMUST00000099858	Mus musculus	prolyl endopeptidase(Prep)
KEAP1	ENSMUST00000164812	Mus musculus	kelch-like ECH-associated protein 1(Keap1)
KEAP1	ENSMUST00000193247	Mus musculus	kelch-like ECH-associated protein 1(Keap1)
KEAP1	ENSMUST00000194542	Mus musculus	kelch-like ECH-associated protein 1(Keap1)
KEAP1	ENSMUST00000049567	Mus musculus	kelch-like ECH-associated protein 1(Keap1)
KEAP1	ENSMUST00000193982	Mus musculus	kelch-like ECH-associated protein 1(Keap1)
TXNDC11	ENSMUST00000118362	Mus musculus	thioredoxin domain containing 11(Txndc11)
TXNDC11	ENSMUST00000147884	Mus musculus	thioredoxin domain containing 11(Txndc11)
TXNDC11	ENSMUST00000131012	Mus musculus	thioredoxin domain containing 11(Txndc11)
TXNDC11	ENSMUST00000145225	Mus musculus	thioredoxin domain containing 11(Txndc11)
TXNDC11	ENSMUST00000038424	Mus musculus	thioredoxin domain containing 11(Txndc11)
TXNDC11	ENSMUST00000146081	Mus musculus	thioredoxin domain containing 11(Txndc11)
TXNDC11	ENSMUST00000155221	Mus musculus	thioredoxin domain containing 11(Txndc11)
TXNDC11	ENSMUST00000118679	Mus musculus	thioredoxin domain containing 11(Txndc11)
TXNDC11	ENSMUST00000148183	Mus musculus	thioredoxin domain containing 11(Txndc11)
UBE2L6	ENSMUST00000102642	Mus musculus	ubiquitin-conjugating enzyme E2L 6(Ube2l6)
UBE2L6	ENSMUST00000150325	Mus musculus	ubiquitin-conjugating enzyme E2L 6(Ube2l6)
UBE2L6	ENSMUST00000154709	Mus musculus	ubiquitin-conjugating enzyme E2L 6(Ube2l6)
UBE2L6	ENSMUST00000159150	Mus musculus	ubiquitin-conjugating enzyme E2L 6(Ube2l6)
NUBP1	ENSMUST00000129280	Mus musculus	nucleotide binding protein 1(Nubp1)
NUBP1	ENSMUST00000143617	Mus musculus	nucleotide binding protein 1(Nubp1)
NUBP1	ENSMUST00000156338	Mus musculus	nucleotide binding protein 1(Nubp1)
NUBP1	ENSMUST00000140157	Mus musculus	nucleotide binding protein 1(Nubp1)
NUBP1	ENSMUST00000142771	Mus musculus	nucleotide binding protein 1(Nubp1)
NUBP1	ENSMUST00000023146	Mus musculus	nucleotide binding protein 1(Nubp1)
AADACL2	ENSMUST00000169794	Mus musculus	arylacetamide deacetylase-like 2(Aadacl2)
RASSF3	ENSMUST00000026902	Mus musculus	Ras association (RalGDS/AF-6) domain family member 3(Rassf3)
RCC1	ENSMUST00000131307	Mus musculus	regulator of chromosome condensation 1(Rcc1)
RCC1	ENSMUST00000084250	Mus musculus	regulator of chromosome condensation 1(Rcc1)
RCC1	ENSMUST00000155129	Mus musculus	regulator of chromosome condensation 1(Rcc1)
RCC1	ENSMUST00000137238	Mus musculus	regulator of chromosome condensation 1(Rcc1)
RCC1	ENSMUST00000156710	Mus musculus	regulator of chromosome condensation 1(Rcc1)
RCC1	ENSMUST00000030726	Mus musculus	regulator of chromosome condensation 1(Rcc1)
RCC1	ENSMUST00000105951	Mus musculus	regulator of chromosome condensation 1(Rcc1)
RCC1	ENSMUST00000155194	Mus musculus	regulator of chromosome condensation 1(Rcc1)
PELO	ENSMUST00000109226	Mus musculus	pelota homolog (Drosophila)(Pelo)
EPHB4	ENSMUST00000111055	Mus musculus	Eph receptor B4(Ephb4)
EPHB4	ENSMUST00000166239	Mus musculus	Eph receptor B4(Ephb4)
EPHB4	ENSMUST00000144296	Mus musculus	Eph receptor B4(Ephb4)
EPHB4	ENSMUST00000111054	Mus musculus	Eph receptor B4(Ephb4)
EPHB4	ENSMUST00000061244	Mus musculus	Eph receptor B4(Ephb4)
ENTPD3	ENSMUST00000047687	Mus musculus	ectonucleoside triphosphate diphosphohydrolase 3(Entpd3)
ENTPD3	ENSMUST00000143579	Mus musculus	ectonucleoside triphosphate diphosphohydrolase 3(Entpd3)
BC005561	ENSMUST00000096452	Mus musculus	cDNA sequence BC005561(BC005561)
MIF	ENSMUST00000038169	Mus musculus	macrophage migration inhibitory factor(Mif)
FNDC9	ENSMUST00000060185	Mus musculus	fibronectin type III domain containing 9(Fndc9)
DSG1A	ENSMUST00000077146	Mus musculus	desmoglein 1 alpha(Dsg1a)
PISD	ENSMUST00000120591	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000202283	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000197787	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000200390	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000201980	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000202641	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000135248	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000142779	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000201314	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000061895	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000138360	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000071829	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000142957	Mus musculus	phosphatidylserine decarboxylase(Pisd)
PISD	ENSMUST00000145759	Mus musculus	phosphatidylserine decarboxylase(Pisd)
SHTN1	ENSMUST00000163821	Mus musculus	shootin 1(Shtn1)
SHTN1	ENSMUST00000047511	Mus musculus	shootin 1(Shtn1)
SFRP1	ENSMUST00000033952	Mus musculus	secreted frizzled-related protein 1(Sfrp1)
PPP1R3C	ENSMUST00000087321	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 3C(Ppp1r3c)
LACTB2	ENSMUST00000027071	Mus musculus	lactamase, beta 2(Lactb2)
LACTB2	ENSMUST00000156222	Mus musculus	lactamase, beta 2(Lactb2)
PPP1R3D	ENSMUST00000058678	Mus musculus	protein phosphatase 1, regulatory subunit 3D(Ppp1r3d)
TAGLN2	ENSMUST00000111230	Mus musculus	transgelin 2(Tagln2)
TAGLN2	ENSMUST00000111228	Mus musculus	transgelin 2(Tagln2)
TAGLN2	ENSMUST00000138296	Mus musculus	transgelin 2(Tagln2)
TAGLN2	ENSMUST00000192460	Mus musculus	transgelin 2(Tagln2)
MXRA7	ENSMUST00000047715	Mus musculus	matrix-remodelling associated 7(Mxra7)
MXRA7	ENSMUST00000150015	Mus musculus	matrix-remodelling associated 7(Mxra7)
MXRA7	ENSMUST00000021170	Mus musculus	matrix-remodelling associated 7(Mxra7)
L3MBTL1	ENSMUST00000153416	Mus musculus	l(3)mbt-like (Drosophila)(L3mbtl1)
L3MBTL1	ENSMUST00000125296	Mus musculus	l(3)mbt-like (Drosophila)(L3mbtl1)
L3MBTL1	ENSMUST00000149447	Mus musculus	l(3)mbt-like (Drosophila)(L3mbtl1)
L3MBTL1	ENSMUST00000156954	Mus musculus	l(3)mbt-like (Drosophila)(L3mbtl1)
L3MBTL1	ENSMUST00000124264	Mus musculus	l(3)mbt-like (Drosophila)(L3mbtl1)
L3MBTL1	ENSMUST00000035751	Mus musculus	l(3)mbt-like (Drosophila)(L3mbtl1)
L3MBTL1	ENSMUST00000137108	Mus musculus	l(3)mbt-like (Drosophila)(L3mbtl1)
L3MBTL2	ENSMUST00000173761	Mus musculus	l(3)mbt-like 2 (Drosophila)(L3mbtl2)
L3MBTL2	ENSMUST00000174497	Mus musculus	l(3)mbt-like 2 (Drosophila)(L3mbtl2)
L3MBTL2	ENSMUST00000172620	Mus musculus	l(3)mbt-like 2 (Drosophila)(L3mbtl2)
L3MBTL2	ENSMUST00000173105	Mus musculus	l(3)mbt-like 2 (Drosophila)(L3mbtl2)
L3MBTL2	ENSMUST00000023029	Mus musculus	l(3)mbt-like 2 (Drosophila)(L3mbtl2)
L3MBTL2	ENSMUST00000174401	Mus musculus	l(3)mbt-like 2 (Drosophila)(L3mbtl2)
L3MBTL2	ENSMUST00000172568	Mus musculus	l(3)mbt-like 2 (Drosophila)(L3mbtl2)
L3MBTL2	ENSMUST00000174229	Mus musculus	l(3)mbt-like 2 (Drosophila)(L3mbtl2)
L3MBTL2	ENSMUST00000174274	Mus musculus	l(3)mbt-like 2 (Drosophila)(L3mbtl2)
L3MBTL2	ENSMUST00000172748	Mus musculus	l(3)mbt-like 2 (Drosophila)(L3mbtl2)
L3MBTL2	ENSMUST00000173607	Mus musculus	l(3)mbt-like 2 (Drosophila)(L3mbtl2)
WNK4	ENSMUST00000170372	Mus musculus	WNK lysine deficient protein kinase 4(Wnk4)
WNK4	ENSMUST00000147741	Mus musculus	WNK lysine deficient protein kinase 4(Wnk4)
WNK4	ENSMUST00000170056	Mus musculus	WNK lysine deficient protein kinase 4(Wnk4)
WNK4	ENSMUST00000139487	Mus musculus	WNK lysine deficient protein kinase 4(Wnk4)
WNK4	ENSMUST00000103108	Mus musculus	WNK lysine deficient protein kinase 4(Wnk4)
PIK3R3	ENSMUST00000106490	Mus musculus	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55)(Pik3r3)
PIK3R3	ENSMUST00000030464	Mus musculus	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55)(Pik3r3)
PIK3R3	ENSMUST00000147292	Mus musculus	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55)(Pik3r3)
PIK3R2	ENSMUST00000152545	Mus musculus	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta)(Pik3r2)
PIK3R2	ENSMUST00000146707	Mus musculus	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta)(Pik3r2)
PIK3R2	ENSMUST00000154685	Mus musculus	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta)(Pik3r2)
PIK3R2	ENSMUST00000143785	Mus musculus	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta)(Pik3r2)
PIK3R2	ENSMUST00000142370	Mus musculus	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta)(Pik3r2)
PIK3R2	ENSMUST00000034296	Mus musculus	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta)(Pik3r2)
PCDH18	ENSMUST00000195086	Mus musculus	protocadherin 18(Pcdh18)
PCDH18	ENSMUST00000035931	Mus musculus	protocadherin 18(Pcdh18)
PCDH18	ENSMUST00000194603	Mus musculus	protocadherin 18(Pcdh18)
PCDH18	ENSMUST00000193600	Mus musculus	protocadherin 18(Pcdh18)
PCDH18	ENSMUST00000191794	Mus musculus	protocadherin 18(Pcdh18)
GM13293	ENSMUST00000131188	Mus musculus	predicted gene 13293(Gm13293)
OSGEP	ENSMUST00000162850	Mus musculus	O-sialoglycoprotein endopeptidase(Osgep)
OSGEP	ENSMUST00000160375	Mus musculus	O-sialoglycoprotein endopeptidase(Osgep)
OSGEP	ENSMUST00000162177	Mus musculus	O-sialoglycoprotein endopeptidase(Osgep)
OSGEP	ENSMUST00000160890	Mus musculus	O-sialoglycoprotein endopeptidase(Osgep)
OSGEP	ENSMUST00000006452	Mus musculus	O-sialoglycoprotein endopeptidase(Osgep)
OSGEP	ENSMUST00000160464	Mus musculus	O-sialoglycoprotein endopeptidase(Osgep)
OSGEP	ENSMUST00000159292	Mus musculus	O-sialoglycoprotein endopeptidase(Osgep)
OSGEP	ENSMUST00000160393	Mus musculus	O-sialoglycoprotein endopeptidase(Osgep)
LARS	ENSMUST00000097590	Mus musculus	leucyl-tRNA synthetase(Lars)
TSPAN9	ENSMUST00000127105	Mus musculus	tetraspanin 9(Tspan9)
TSPAN9	ENSMUST00000032503	Mus musculus	tetraspanin 9(Tspan9)
TSPAN9	ENSMUST00000202141	Mus musculus	tetraspanin 9(Tspan9)
TSPAN9	ENSMUST00000202372	Mus musculus	tetraspanin 9(Tspan9)
TSPAN9	ENSMUST00000112173	Mus musculus	tetraspanin 9(Tspan9)
TSPAN9	ENSMUST00000146268	Mus musculus	tetraspanin 9(Tspan9)
TSPAN9	ENSMUST00000127075	Mus musculus	tetraspanin 9(Tspan9)
TSPAN9	ENSMUST00000154375	Mus musculus	tetraspanin 9(Tspan9)
TSPAN9	ENSMUST00000145940	Mus musculus	tetraspanin 9(Tspan9)
TSPAN9	ENSMUST00000112171	Mus musculus	tetraspanin 9(Tspan9)
TSPAN9	ENSMUST00000123786	Mus musculus	tetraspanin 9(Tspan9)
SLAMF9	ENSMUST00000027830	Mus musculus	SLAM family member 9(Slamf9)
ATP5D	ENSMUST00000150347	Mus musculus	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit(Atp5d)
ATP5D	ENSMUST00000003156	Mus musculus	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit(Atp5d)
ATP5D	ENSMUST00000105366	Mus musculus	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit(Atp5d)
ATP5D	ENSMUST00000105367	Mus musculus	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit(Atp5d)
ST8SIA4	ENSMUST00000189556	Mus musculus	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4(St8sia4)
ST8SIA4	ENSMUST00000186853	Mus musculus	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4(St8sia4)
ST8SIA4	ENSMUST00000043336	Mus musculus	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4(St8sia4)
ST8SIA4	ENSMUST00000187936	Mus musculus	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4(St8sia4)
ARSI	ENSMUST00000040359	Mus musculus	arylsulfatase i(Arsi)
SNX7	ENSMUST00000198499	Mus musculus	sorting nexin 7(Snx7)
SNX7	ENSMUST00000167877	Mus musculus	sorting nexin 7(Snx7)
SNX7	ENSMUST00000169812	Mus musculus	sorting nexin 7(Snx7)
SNX7	ENSMUST00000029639	Mus musculus	sorting nexin 7(Snx7)
SNX7	ENSMUST00000196421	Mus musculus	sorting nexin 7(Snx7)
RBM12	ENSMUST00000128499	Mus musculus	RNA binding motif protein 12(Rbm12)
RBM12	ENSMUST00000138068	Mus musculus	RNA binding motif protein 12(Rbm12)
RBM12	ENSMUST00000059647	Mus musculus	RNA binding motif protein 12(Rbm12)
RBM12	ENSMUST00000131377	Mus musculus	RNA binding motif protein 12(Rbm12)
RBM12	ENSMUST00000109604	Mus musculus	RNA binding motif protein 12(Rbm12)
RIMKLA	ENSMUST00000126728	Mus musculus	ribosomal modification protein rimK-like family member A(Rimkla)
RIMKLA	ENSMUST00000049994	Mus musculus	ribosomal modification protein rimK-like family member A(Rimkla)
GM867	ENSMUST00000059658	Mus musculus	predicted gene 867(Gm867)
INTS1	ENSMUST00000197156	Mus musculus	integrator complex subunit 1(Ints1)
INTS1	ENSMUST00000072607	Mus musculus	integrator complex subunit 1(Ints1)
INTS1	ENSMUST00000196319	Mus musculus	integrator complex subunit 1(Ints1)
INTS1	ENSMUST00000198615	Mus musculus	integrator complex subunit 1(Ints1)
INTS1	ENSMUST00000200339	Mus musculus	integrator complex subunit 1(Ints1)
INTS1	ENSMUST00000196864	Mus musculus	integrator complex subunit 1(Ints1)
INTS1	ENSMUST00000197727	Mus musculus	integrator complex subunit 1(Ints1)
INTS1	ENSMUST00000196379	Mus musculus	integrator complex subunit 1(Ints1)
INTS1	ENSMUST00000200393	Mus musculus	integrator complex subunit 1(Ints1)
INTS1	ENSMUST00000197187	Mus musculus	integrator complex subunit 1(Ints1)
XRCC5	ENSMUST00000027379	Mus musculus	X-ray repair complementing defective repair in Chinese hamster cells 5(Xrcc5)
INTS2	ENSMUST00000130614	Mus musculus	integrator complex subunit 2(Ints2)
INTS2	ENSMUST00000141756	Mus musculus	integrator complex subunit 2(Ints2)
INTS2	ENSMUST00000018212	Mus musculus	integrator complex subunit 2(Ints2)
INTS2	ENSMUST00000127745	Mus musculus	integrator complex subunit 2(Ints2)
INTS2	ENSMUST00000134828	Mus musculus	integrator complex subunit 2(Ints2)
INTS2	ENSMUST00000134883	Mus musculus	integrator complex subunit 2(Ints2)
